Date/Time,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction ,[1] Wind Speed (m/s),[1] Surface Outside Face Temperature ,Lats,Longs
Year 1 Mar 12 07:00,7.3,0,0,20.3,43,4,230,0.1,22.59828574,26.263863,73.008957
Year 1 Mar 12 08:00,7.3,47,67,20.7,42,5,230,0.3,23.28585706,26.263863,73.008957
Year 1 Mar 12 09:00,7,132,376,22,38,5,140,0.4,25.49032352,26.263863,73.008957
Year 1 Mar 12 10:00,6.6,192,496,24.3,32,6,140,0.4,27.77820859,26.263863,73.008957
Year 1 Mar 12 11:00,6,247,522,27.1,26,7,140,0.3,29.60071358,26.263863,73.008957
Year 1 Mar 12 12:00,5.9,310,463,29.9,22,8,140,0.1,31.58873703,26.263863,73.008957
Year 1 Mar 12 13:00,6.3,371,354,32.1,20,9,140,0.2,34.40133037,26.263863,73.008957
Year 1 Mar 12 14:00,7.1,368,345,34,19,9,140,0.5,39.71639227,26.263863,73.008957
Year 1 Mar 12 15:00,7.5,343,312,35.4,18,9,230,0.8,46.07480587,26.263863,73.008957
Year 1 Mar 12 16:00,8.4,292,253,36.5,18,9,230,1.1,51.71349402,26.263863,73.008957
Year 1 Mar 12 17:00,9.4,210,156,36.8,19,9,230,1.3,50.97718815,26.263863,73.008957
Year 1 Mar 12 18:00,9.8,95,45,36.4,20,9,270,1.4,44.05737342,26.263863,73.008957
Year 1 Mar 12 19:00,10.5,5,3,34.7,23,7,270,1.4,37.98411895,26.263863,73.008957
Year 1 Mar 12 20:00,10.8,0,0,32.9,26,4,270,1.3,32.46259678,26.263863,73.008957
Year 1 Mar 12 21:00,11,0,0,30.6,30,1,50,1.1,30.66492395,26.263863,73.008957
Year 1 Mar 12 22:00,11.2,0,0,29.1,33,0,50,1.2,29.11246072,26.263863,73.008957
Year 1 Mar 12 23:00,11.1,0,0,28.5,34,0,50,1.6,28.26221378,26.263863,73.008957
Year 1 Mar 13 00:00,10.6,0,0,27.9,34,0,270,1.9,27.60057172,26.263863,73.008957
Year 1 Mar 13 01:00,10.8,0,0,27.2,36,0,270,1.9,26.91218846,26.263863,73.008957
Year 1 Mar 13 02:00,10.8,0,0,26.3,38,0,270,1.6,26.07387661,26.263863,73.008957
Year 1 Mar 13 03:00,11.2,0,0,25.4,41,0,270,1.2,25.17006559,26.263863,73.008957
Year 1 Mar 13 04:00,11.3,0,0,24.4,44,0,270,0.9,24.06974863,26.263863,73.008957
Year 1 Mar 13 05:00,11.3,0,0,23.6,46,0,270,0.5,23.56411198,26.263863,73.008957
Year 1 Mar 13 06:00,11.3,0,0,22.6,49,0,270,0.2,22.51362517,26.263863,73.008957
Year 1 Mar 13 07:00,10.2,0,0,21.7,48,1,270,0.1,22.30933316,26.263863,73.008957
Year 1 Mar 13 08:00,8.9,52,118,21.7,44,3,270,0.3,22.86297753,26.263863,73.008957
Year 1 Mar 13 09:00,7.8,141,319,22.4,39,5,140,0.4,25.1336302,26.263863,73.008957
Year 1 Mar 13 10:00,7.4,204,455,24.8,33,6,140,0.4,27.46393422,26.263863,73.008957
Year 1 Mar 13 11:00,7.3,260,485,27.4,28,7,140,0.3,30.39111145,26.263863,73.008957
Year 1 Mar 13 12:00,8.3,321,436,29.9,26,8,140,0.1,31.95842314,26.263863,73.008957
Year 1 Mar 13 13:00,9,401,265,30.7,26,9,140,0,34.79908964,26.263863,73.008957
Year 1 Mar 13 14:00,9.4,407,211,31.2,26,9,140,0,40.34069086,26.263863,73.008957
Year 1 Mar 13 15:00,10.7,375,155,31.4,28,9,140,0,46.70584732,26.263863,73.008957
Year 1 Mar 13 16:00,11.3,304,163,32.8,27,9,140,0.3,50.09395551,26.263863,73.008957
Year 1 Mar 13 17:00,12.2,211,140,33.8,27,9,140,1.1,48.75375706,26.263863,73.008957
Year 1 Mar 13 18:00,12.7,102,67,34.4,27,9,230,1.8,47.2109319,26.263863,73.008957
Year 1 Mar 13 19:00,14,5,3,32.9,32,9,230,1.8,38.7307287,26.263863,73.008957
Year 1 Mar 13 20:00,14.3,0,0,31.2,36,9,230,1.1,33.51944703,26.263863,73.008957
Year 1 Mar 13 21:00,14.9,0,0,28.7,43,9,230,0.3,31.59359427,26.263863,73.008957
Year 1 Mar 13 22:00,14.5,0,0,27.5,45,9,230,0.2,30.48265717,26.263863,73.008957
Year 1 Mar 13 23:00,12.8,0,0,27.6,40,9,230,0.5,29.65928345,26.263863,73.008957
Year 1 Mar 14 00:00,11.3,0,0,27.7,36,9,230,0.8,28.49325574,26.263863,73.008957
Year 1 Mar 14 01:00,10.1,0,0,27.4,34,8,230,1.1,27.57492574,26.263863,73.008957
Year 1 Mar 14 02:00,9.9,0,0,26.6,35,8,230,1.3,26.17000778,26.263863,73.008957
Year 1 Mar 14 03:00,9.3,0,0,25.9,35,8,270,1.4,25.05959462,26.263863,73.008957
Year 1 Mar 14 04:00,9.2,0,0,25.3,36,8,270,1.4,24.03970009,26.263863,73.008957
Year 1 Mar 14 05:00,9.5,0,0,24.8,38,8,270,1.3,23.70592267,26.263863,73.008957
Year 1 Mar 14 06:00,9.8,0,0,24.3,40,8,270,1.1,23.45557079,26.263863,73.008957
Year 1 Mar 14 07:00,10.1,0,0,23.4,43,8,270,0.8,23.31826366,26.263863,73.008957
Year 1 Mar 14 08:00,10.9,32,11,22.8,47,8,270,0.5,23.82766064,26.263863,73.008957
Year 1 Mar 14 09:00,11.4,147,79,22.7,49,8,270,0.2,25.8892649,26.263863,73.008957
Year 1 Mar 14 10:00,12.7,254,149,23.8,50,8,270,0,27.70252097,26.263863,73.008957
Year 1 Mar 14 11:00,14.3,332,215,25.5,50,8,270,0,29.81450237,26.263863,73.008957
Year 1 Mar 14 12:00,15.8,370,292,27.8,48,8,270,0,31.60859187,26.263863,73.008957
Year 1 Mar 14 13:00,17.5,365,379,30.4,46,8,270,0,33.29655395,26.263863,73.008957
Year 1 Mar 14 14:00,18.4,331,453,33,42,8,270,0,38.26794432,26.263863,73.008957
Year 1 Mar 14 15:00,19.1,294,473,35.2,39,8,270,0,43.88384808,26.263863,73.008957
Year 1 Mar 14 16:00,18.5,262,394,36.5,35,8,270,0,47.73382709,26.263863,73.008957
Year 1 Mar 14 17:00,17.5,206,250,36.9,32,8,270,0,49.75593131,26.263863,73.008957
Year 1 Mar 14 18:00,15.5,105,79,36.4,29,8,270,0,47.76556345,26.263863,73.008957
Year 1 Mar 14 19:00,14.9,5,3,34.5,31,8,270,0.2,38.03225414,26.263863,73.008957
Year 1 Mar 14 20:00,15.4,0,0,32.4,36,7,270,0.5,32.92482323,26.263863,73.008957
Year 1 Mar 14 21:00,15.8,0,0,29.7,43,6,270,0.8,31.31471692,26.263863,73.008957
Year 1 Mar 14 22:00,15.7,0,0,28.1,47,5,270,0.9,29.98204136,26.263863,73.008957
Year 1 Mar 14 23:00,15.5,0,0,27.5,48,4,270,0.8,29.1189636,26.263863,73.008957
Year 1 Mar 15 00:00,15.4,0,0,27,49,3,270,0.6,28.03543516,26.263863,73.008957
Year 1 Mar 15 01:00,15.1,0,0,26.4,50,2,270,0.4,27.03285185,26.263863,73.008957
Year 1 Mar 15 02:00,15,0,0,25.9,51,1,270,0.3,26.05969856,26.263863,73.008957
Year 1 Mar 15 03:00,14.7,0,0,25.3,52,0,270,0.1,25.0185058,26.263863,73.008957
Year 1 Mar 15 04:00,14.9,0,0,24.9,54,1,270,0.2,24.55740718,26.263863,73.008957
Year 1 Mar 15 05:00,15.1,0,0,24.8,55,3,270,0.5,24.21074242,26.263863,73.008957
Year 1 Mar 15 06:00,15.3,0,0,24.7,56,5,270,0.8,23.56292508,26.263863,73.008957
Year 1 Mar 15 07:00,15.9,0,0,25.3,56,6,270,0.8,23.25907186,26.263863,73.008957
Year 1 Mar 15 08:00,16.3,50,56,26.4,54,7,270,0.5,23.58090908,26.263863,73.008957
Year 1 Mar 15 09:00,16.7,150,259,27.8,51,7,270,0.2,25.81971946,26.263863,73.008957
Year 1 Mar 15 10:00,16.7,244,272,29.6,46,8,270,0,27.71129436,26.263863,73.008957
Year 1 Mar 15 11:00,16.5,314,312,31.4,41,8,270,0,29.61644584,26.263863,73.008957
Year 1 Mar 15 12:00,15.6,362,324,33.1,35,8,270,0,31.66208238,26.263863,73.008957
Year 1 Mar 15 13:00,13.9,378,344,34.5,29,8,270,0.3,32.7953634,26.263863,73.008957
Year 1 Mar 15 14:00,11.9,369,354,35.6,24,8,270,0.8,38.22189318,26.263863,73.008957
Year 1 Mar 15 15:00,9.9,335,352,36.5,20,8,340,1.3,43.14163064,26.263863,73.008957
Year 1 Mar 15 16:00,9.8,285,306,37.3,19,8,340,1.3,46.23005415,26.263863,73.008957
Year 1 Mar 15 17:00,10.1,210,220,37.7,19,8,340,1,46.3513659,26.263863,73.008957
Year 1 Mar 15 18:00,11.5,107,85,37.5,21,8,230,0.7,42.437682,26.263863,73.008957
Year 1 Mar 15 19:00,12.3,5,2,36.1,24,8,230,0.4,36.9980108,26.263863,73.008957
Year 1 Mar 15 20:00,13.7,0,0,34.3,29,7,230,0.3,32.5294289,26.263863,73.008957
Year 1 Mar 15 21:00,14.7,0,0,32.1,35,6,230,0.1,30.816967,26.263863,73.008957
Year 1 Mar 15 22:00,15.3,0,0,30,41,6,230,0.1,29.67326194,26.263863,73.008957
Year 1 Mar 15 23:00,15,0,0,28.9,43,6,230,0.2,28.77573329,26.263863,73.008957
Year 1 Mar 16 00:00,15.4,0,0,27.8,47,6,230,0.3,27.91116123,26.263863,73.008957
Year 1 Mar 16 01:00,15.4,0,0,26.7,50,7,230,0.4,27.09613605,26.263863,73.008957
Year 1 Mar 16 02:00,15.3,0,0,25.6,53,7,230,0.5,26.31539514,26.263863,73.008957
Year 1 Mar 16 03:00,15.5,0,0,24.6,57,7,230,0.6,25.38664713,26.263863,73.008957
Year 1 Mar 16 04:00,15.7,0,0,23.7,61,8,230,0.7,24.49792398,26.263863,73.008957
Year 1 Mar 16 05:00,16.3,0,0,23,66,8,230,0.8,22.92494913,26.263863,73.008957
Year 1 Mar 16 06:00,16.9,0,0,22.4,71,8,50,0.9,22.08363095,26.263863,73.008957
Year 1 Mar 16 07:00,17.3,0,0,22.4,73,7,50,0.8,21.729693,26.263863,73.008957
Year 1 Mar 16 08:00,17.6,57,120,22.9,72,4,50,0.5,22.65478231,26.263863,73.008957
Year 1 Mar 16 09:00,17.4,115,538,23.9,67,1,50,0.2,25.22500106,26.263863,73.008957
Year 1 Mar 16 10:00,16.6,131,758,25.8,57,0,50,0.2,28.14873626,26.263863,73.008957
Year 1 Mar 16 11:00,15.5,125,899,28.2,46,0,50,0.5,30.69708313,26.263863,73.008957
Year 1 Mar 16 12:00,13.9,109,992,30.7,36,0,90,0.8,32.5273178,26.263863,73.008957
Year 1 Mar 16 13:00,11.9,94,1047,32.8,28,0,90,0.8,34.32764722,26.263863,73.008957
Year 1 Mar 16 14:00,10.4,93,1046,34.5,23,0,90,0.5,39.80144416,26.263863,73.008957
Year 1 Mar 16 15:00,9.3,99,1007,35.8,20,0,90,0.2,45.59113365,26.263863,73.008957
Year 1 Mar 16 16:00,8.4,111,906,36.5,18,0,90,0.2,50.65421644,26.263863,73.008957
Year 1 Mar 16 17:00,9.3,114,739,36.7,19,0,90,0.5,54.43415328,26.263863,73.008957
Year 1 Mar 16 18:00,9.7,92,450,36.3,20,0,320,0.8,49.79030768,26.263863,73.008957
Year 1 Mar 16 19:00,10.1,15,157,35.8,21,0,320,1.1,38.58476687,26.263863,73.008957
Year 1 Mar 16 20:00,10.5,0,0,34.7,23,0,320,1.3,35.01366091,26.263863,73.008957
Year 1 Mar 16 21:00,10.8,0,0,33.6,25,0,320,1.5,32.91991795,26.263863,73.008957
Year 1 Mar 16 22:00,11.2,0,0,32.6,27,0,320,1.6,31.46440955,26.263863,73.008957
Year 1 Mar 16 23:00,11.9,0,0,31.6,30,0,320,1.8,30.1369949,26.263863,73.008957
Year 1 Mar 17 00:00,11.9,0,0,30.5,32,0,230,2,28.8014603,26.263863,73.008957
Year 1 Mar 17 01:00,12.2,0,0,29.8,34,0,230,2.1,27.59695599,26.263863,73.008957
Year 1 Mar 17 02:00,12.3,0,0,29.4,35,0,230,2.1,26.21657008,26.263863,73.008957
Year 1 Mar 17 03:00,12,0,0,29,35,0,230,2.1,24.7217215,26.263863,73.008957
Year 1 Mar 17 04:00,12,0,0,28.1,37,0,230,2.1,23.43838505,26.263863,73.008957
Year 1 Mar 17 05:00,12.7,0,0,26.7,42,0,230,2.1,24.20530362,26.263863,73.008957
Year 1 Mar 17 06:00,13.2,0,0,25.3,47,0,230,2.1,24.44449341,26.263863,73.008957
Year 1 Mar 17 07:00,13.2,0,236,24.3,50,0,230,2,24.40859129,26.263863,73.008957
Year 1 Mar 17 08:00,13.2,57,273,24.3,50,0,230,1.8,25.08453734,26.263863,73.008957
Year 1 Mar 17 09:00,13,102,624,25.1,47,0,50,1.6,27.22293586,26.263863,73.008957
Year 1 Mar 17 10:00,12.4,113,833,27.6,39,0,50,1.6,29.38070847,26.263863,73.008957
Year 1 Mar 17 11:00,11.9,108,953,30.5,32,0,50,1.8,31.91969375,26.263863,73.008957
Year 1 Mar 17 12:00,11.3,99,1019,33.4,26,0,90,2,33.4622455,26.263863,73.008957
Year 1 Mar 17 13:00,11,95,1045,35.3,23,0,90,1.9,35.72646189,26.263863,73.008957
Year 1 Mar 17 14:00,10.8,96,1038,36.7,21,0,90,1.6,41.52188462,26.263863,73.008957
Year 1 Mar 17 15:00,10,103,995,37.6,19,0,90,1.2,47.11751835,26.263863,73.008957
Year 1 Mar 17 16:00,9.6,111,907,38,18,0,90,0.9,51.56665952,26.263863,73.008957
Year 1 Mar 17 17:00,9.6,111,754,38,18,0,90,0.5,51.40648863,26.263863,73.008957
Year 1 Mar 17 18:00,10,89,486,37.6,19,0,90,0.2,48.26705439,26.263863,73.008957
Year 1 Mar 17 19:00,11,14,249,36.1,22,0,90,0,38.5377301,26.263863,73.008957
Year 1 Mar 17 20:00,11.9,0,0,34.2,26,0,90,0,35.83070624,26.263863,73.008957
Year 1 Mar 17 21:00,13.5,0,0,31.8,33,0,90,0,33.89185752,26.263863,73.008957
Year 1 Mar 17 22:00,14.4,0,0,30.3,38,0,90,0.1,32.48234718,26.263863,73.008957
Year 1 Mar 17 23:00,13.8,0,0,29.7,38,0,90,0.3,31.14212712,26.263863,73.008957
Year 1 Mar 18 00:00,13.3,0,0,29.1,38,0,90,0.4,30.00250842,26.263863,73.008957
Year 1 Mar 18 01:00,12.4,0,0,28.5,37,0,90,0.6,28.99507522,26.263863,73.008957
Year 1 Mar 18 02:00,11.9,0,0,27.9,37,0,90,0.8,28.10509844,26.263863,73.008957
Year 1 Mar 18 03:00,11.3,0,0,27.3,37,0,50,0.9,27.24980254,26.263863,73.008957
Year 1 Mar 18 04:00,10.9,0,0,26.4,38,0,50,0.8,26.67685177,26.263863,73.008957
Year 1 Mar 18 05:00,10.5,0,0,25.1,40,0,50,0.5,26.28397121,26.263863,73.008957
Year 1 Mar 18 06:00,10.5,0,0,23.8,43,0,50,0.2,25.91299045,26.263863,73.008957
Year 1 Mar 18 07:00,10.5,0,172,23.8,43,0,50,0.3,25.85060842,26.263863,73.008957
Year 1 Mar 18 08:00,10.6,58,282,24.7,41,0,50,0.8,26.75249548,26.263863,73.008957
Year 1 Mar 18 09:00,10.5,102,637,26.4,37,0,50,1.3,28.74700125,26.263863,73.008957
Year 1 Mar 18 10:00,10.5,110,847,28.8,32,0,50,1.5,30.50373135,26.263863,73.008957
Year 1 Mar 18 11:00,10.2,103,967,31.5,27,0,50,1.5,32.15419088,26.263863,73.008957
Year 1 Mar 18 12:00,9.9,94,1033,34,23,0,50,1.5,33.52241987,26.263863,73.008957
Year 1 Mar 18 13:00,10.1,90,1059,35.8,21,0,50,1.3,34.98429762,26.263863,73.008957
Year 1 Mar 18 14:00,10.5,91,1051,37.2,20,0,50,0.8,39.5754349,26.263863,73.008957
Year 1 Mar 18 15:00,10.4,98,1008,38.1,19,0,50,0.3,43.41857823,26.263863,73.008957
Year 1 Mar 18 16:00,9.4,107,920,38.8,17,0,50,0.3,44.32627771,26.263863,73.008957
Year 1 Mar 18 17:00,9.5,109,766,39,17,0,50,0.8,48.48195585,26.263863,73.008957
Year 1 Mar 18 18:00,9,88,494,38.4,17,0,320,1.3,47.33489032,26.263863,73.008957
Year 1 Mar 18 19:00,10.6,15,242,36.5,21,0,320,1.3,39.90321138,26.263863,73.008957
Year 1 Mar 18 20:00,11.4,0,0,34.3,25,0,320,0.8,34.80397337,26.263863,73.008957
Year 1 Mar 18 21:00,13.3,0,0,31.6,33,0,320,0.3,33.07618417,26.263863,73.008957
Year 1 Mar 18 22:00,13.5,0,0,29.8,37,0,320,0.2,31.65468325,26.263863,73.008957
Year 1 Mar 18 23:00,12.1,0,0,29.1,35,0,320,0.5,30.34261548,26.263863,73.008957
Year 1 Mar 19 00:00,10.6,0,0,28.4,33,0,180,0.8,29.38130859,26.263863,73.008957
Year 1 Mar 19 01:00,9.7,0,0,27.9,32,0,180,1.1,28.75661528,26.263863,73.008957
Year 1 Mar 19 02:00,10,0,0,27.8,33,0,180,1.3,28.05873968,26.263863,73.008957
Year 1 Mar 19 03:00,10,0,0,27.7,33,0,180,1.4,27.54542483,26.263863,73.008957
Year 1 Mar 19 04:00,10.1,0,0,27.3,34,0,180,1.5,27.09882699,26.263863,73.008957
Year 1 Mar 19 05:00,9.9,0,0,26.6,35,1,180,1.5,25.50718383,26.263863,73.008957
Year 1 Mar 19 06:00,9.7,0,0,25.9,36,2,50,1.5,24.59205683,26.263863,73.008957
Year 1 Mar 19 07:00,9.2,1,26,20.6,48,3,50,1.5,24.13270463,26.263863,73.008957
Year 1 Mar 19 08:00,10,55,53,20.2,52,4,50,1.6,24.83549296,26.263863,73.008957
Year 1 Mar 19 09:00,10.4,162,189,23.4,44,6,50,2,26.86466833,26.263863,73.008957
Year 1 Mar 19 10:00,8.1,223,411,27.2,30,8,50,2.2,28.20710984,26.263863,73.008957
Year 1 Mar 19 11:00,5.9,207,664,31.5,20,8,50,2.4,29.392596,26.263863,73.008957
Year 1 Mar 19 12:00,3.1,242,656,34.3,14,8,230,2.5,30.63518797,26.263863,73.008957
Year 1 Mar 19 13:00,2.8,267,629,36.7,12,8,230,3.1,31.8607104,26.263863,73.008957
Year 1 Mar 19 14:00,2.3,313,511,37.7,11,8,230,4.1,35.44625207,26.263863,73.008957
Year 1 Mar 19 15:00,2.9,224,669,38.5,11,6,230,3.3,38.9901712,26.263863,73.008957
Year 1 Mar 19 16:00,1.8,200,619,38.8,10,5,230,2.2,41.39139354,26.263863,73.008957
Year 1 Mar 19 17:00,1.8,187,399,38.8,10,6,230,2.4,42.13541108,26.263863,73.008957
Year 1 Mar 19 18:00,2.7,114,135,38.2,11,7,270,2.5,44.09050728,26.263863,73.008957
Year 1 Mar 19 19:00,5.1,7,4,37,14,8,270,2.4,35.69087337,26.263863,73.008957
Year 1 Mar 19 20:00,7.7,0,0,35.7,18,8,270,2,30.867257,26.263863,73.008957
Year 1 Mar 19 21:00,11.3,0,0,34.2,25,8,50,1.7,29.48151356,26.263863,73.008957
Year 1 Mar 19 22:00,12.8,0,0,32.7,30,8,50,1.8,28.48705015,26.263863,73.008957
Year 1 Mar 19 23:00,13.2,0,0,31.4,33,8,50,2.3,27.57621068,26.263863,73.008957
Year 1 Mar 20 00:00,13.4,0,0,30.1,36,8,50,2.8,26.74053057,26.263863,73.008957
Year 1 Mar 20 01:00,14.3,0,0,28.9,41,7,50,2.6,26.13457536,26.263863,73.008957
Year 1 Mar 20 02:00,15.1,0,0,27.8,46,6,50,1.6,25.63768,26.263863,73.008957
Year 1 Mar 20 03:00,15.7,0,0,26.7,51,5,50,0.5,25.14980847,26.263863,73.008957
Year 1 Mar 20 04:00,16,0,0,25.7,55,5,50,0,24.70887926,26.263863,73.008957
Year 1 Mar 20 05:00,15.7,0,0,24.8,57,5,50,0,22.60714068,26.263863,73.008957
Year 1 Mar 20 06:00,15.4,0,0,23.9,59,5,50,0,21.80282845,26.263863,73.008957
Year 1 Mar 20 07:00,15.2,2,43,23.2,61,5,50,0,21.23857616,26.263863,73.008957
Year 1 Mar 20 08:00,14.9,61,87,23.1,60,5,50,0,21.0282337,26.263863,73.008957
Year 1 Mar 20 09:00,14.1,156,295,23.7,55,5,50,0,22.04369761,26.263863,73.008957
Year 1 Mar 20 10:00,11.9,201,507,25.8,42,5,50,0.5,22.60330232,26.263863,73.008957
Year 1 Mar 20 11:00,9.6,201,684,28.3,31,5,50,1.6,23.54413622,26.263863,73.008957
Year 1 Mar 20 12:00,6.8,178,815,31,22,5,230,2.6,24.92519881,26.263863,73.008957
Year 1 Mar 20 13:00,4.6,139,932,32.8,17,4,230,3.1,26.54138304,26.263863,73.008957
Year 1 Mar 20 14:00,2.9,102,1021,34.1,14,2,230,3.1,31.61339969,26.263863,73.008957
Year 1 Mar 20 15:00,2.5,100,1003,34.9,13,0,230,3.1,36.84219766,26.263863,73.008957
Year 1 Mar 20 16:00,1.8,111,908,35.5,12,0,230,3.1,38.70844939,26.263863,73.008957
Year 1 Mar 20 17:00,1.8,114,746,35.4,12,0,230,3.1,40.38923992,26.263863,73.008957
Year 1 Mar 20 18:00,1.7,90,495,35.3,12,0,230,3.1,41.39263925,26.263863,73.008957
Year 1 Mar 20 19:00,3.3,17,218,34.6,14,0,230,3.1,33.07385302,26.263863,73.008957
Year 1 Mar 20 20:00,5.8,0,0,33.3,18,0,230,3.1,27.46159324,26.263863,73.008957
Year 1 Mar 20 21:00,8.3,0,0,32,23,0,230,3.1,26.46032037,26.263863,73.008957
Year 1 Mar 20 22:00,9.6,0,0,30.8,27,0,230,3.1,25.56743838,26.263863,73.008957
Year 1 Mar 20 23:00,9.8,0,0,29.7,29,0,230,3.1,24.7428168,26.263863,73.008957
Year 1 Mar 21 00:00,9.8,0,0,28.6,31,0,320,3.1,23.63074735,26.263863,73.008957
Year 1 Mar 21 01:00,10.2,0,0,28,33,0,320,3.1,22.7781159,26.263863,73.008957
Year 1 Mar 21 02:00,11.3,0,0,26.8,38,0,320,3,22.15988045,26.263863,73.008957
Year 1 Mar 21 03:00,12.1,0,0,25.6,43,0,320,2.9,21.66536665,26.263863,73.008957
Year 1 Mar 21 04:00,13.3,0,0,24.4,50,0,320,2.8,20.94455009,26.263863,73.008957
Year 1 Mar 21 05:00,14.2,0,0,23.2,57,0,320,2.7,19.6652047,26.263863,73.008957
Year 1 Mar 21 06:00,15.1,0,0,22,65,0,320,2.6,18.97666361,26.263863,73.008957
Year 1 Mar 21 07:00,15,0,229,22.2,64,0,320,2.5,19.08537509,26.263863,73.008957
Year 1 Mar 21 08:00,14.4,64,263,23.1,58,0,320,2.3,20.27649071,26.263863,73.008957
Year 1 Mar 21 09:00,13.3,113,590,24.4,50,0,320,2.1,23.11770676,26.263863,73.008957
Year 1 Mar 21 10:00,11.9,127,788,25.8,42,0,320,2,25.64910735,26.263863,73.008957
Year 1 Mar 21 11:00,10.8,125,904,27.2,36,0,320,1.8,28.39667953,26.263863,73.008957
Year 1 Mar 21 12:00,9.9,118,968,28.7,31,0,360,1.6,29.94943316,26.263863,73.008957
Year 1 Mar 21 13:00,9.7,114,994,30.2,28,0,360,1.5,31.32760612,26.263863,73.008957
Year 1 Mar 21 14:00,9.2,116,986,31.6,25,0,360,1.5,34.4947185,26.263863,73.008957
Year 1 Mar 21 15:00,8.9,122,942,32.7,23,0,180,1.5,38.07871636,26.263863,73.008957
Year 1 Mar 21 16:00,8.7,127,855,33.3,22,0,180,1.6,41.41846926,26.263863,73.008957
Year 1 Mar 21 17:00,7.6,123,706,33.6,20,0,180,1.8,46.89844827,26.263863,73.008957
Year 1 Mar 21 18:00,7.4,96,448,33.4,20,0,320,2,46.6960885,26.263863,73.008957
Year 1 Mar 21 19:00,8.1,18,191,32.6,22,0,320,1.8,36.98670718,26.263863,73.008957
Year 1 Mar 21 20:00,8.4,0,0,30.7,25,0,320,1.3,30.30955751,26.263863,73.008957
Year 1 Mar 21 21:00,9.1,0,0,28.9,29,0,360,0.8,28.18629862,26.263863,73.008957
Year 1 Mar 21 22:00,9.2,0,0,27.3,32,0,360,0.4,26.04359633,26.263863,73.008957
Year 1 Mar 21 23:00,9.2,0,0,25.8,35,0,360,0.3,24.48385064,26.263863,73.008957
Year 1 Mar 22 00:00,9.1,0,0,24.3,38,0,360,0.1,23.23998356,26.263863,73.008957
Year 1 Mar 22 01:00,8.8,0,0,23.1,40,0,360,0.2,22.04484597,26.263863,73.008957
Year 1 Mar 22 02:00,8.1,0,0,22,41,0,360,0.5,21.07267544,26.263863,73.008957
Year 1 Mar 22 03:00,7.5,0,0,20.9,42,0,360,0.8,20.29250796,26.263863,73.008957
Year 1 Mar 22 04:00,7.1,0,0,20.4,42,0,360,1,19.61630898,26.263863,73.008957
Year 1 Mar 22 05:00,6.6,0,0,20.3,41,0,360,1,18.38307708,26.263863,73.008957
Year 1 Mar 22 06:00,6.5,0,0,20.2,41,0,50,1,17.73121461,26.263863,73.008957
Year 1 Mar 22 07:00,6.5,2,139,21,39,0,50,1,17.74752772,26.263863,73.008957
Year 1 Mar 22 08:00,6.1,65,277,22.3,35,0,50,1,18.85728227,26.263863,73.008957
Year 1 Mar 22 09:00,6.1,110,614,23.7,32,0,90,1,21.59604867,26.263863,73.008957
Year 1 Mar 22 10:00,6.3,121,815,25.1,30,0,90,1,23.81834367,26.263863,73.008957
Year 1 Mar 22 11:00,6.5,116,932,26.5,28,0,90,1.1,25.98973393,26.263863,73.008957
Year 1 Mar 22 12:00,6.7,108,997,28,26,0,90,1.2,28.67853069,26.263863,73.008957
Year 1 Mar 22 13:00,6.8,103,1023,29.5,24,0,90,1.3,32.44971916,26.263863,73.008957
Year 1 Mar 22 14:00,8.1,105,1014,31,24,0,90,1.4,38.50906788,26.263863,73.008957
Year 1 Mar 22 15:00,9.2,112,971,32.3,24,0,270,1.5,43.66288247,26.263863,73.008957
Year 1 Mar 22 16:00,9.6,119,882,33.6,23,0,270,1.3,45.22760378,26.263863,73.008957
Year 1 Mar 22 17:00,10.4,118,729,34.5,23,0,270,0.8,46.80297721,26.263863,73.008957
Year 1 Mar 22 18:00,11.2,94,465,34.8,24,0,270,0.3,38.85385852,26.263863,73.008957
Year 1 Mar 22 19:00,10.4,18,190,33.8,24,0,270,0,36.42052192,26.263863,73.008957
Year 1 Mar 22 20:00,9.9,0,0,31.8,26,0,270,0,31.29780052,26.263863,73.008957
Year 1 Mar 22 21:00,9.6,0,0,29.5,29,0,270,0,29.21327902,26.263863,73.008957
Year 1 Mar 22 22:00,9,0,0,27.1,32,0,270,0,27.47718652,26.263863,73.008957
Year 1 Mar 22 23:00,8,0,0,24.9,34,0,270,0,25.99252875,26.263863,73.008957
Year 1 Mar 23 00:00,7.5,0,0,22.5,38,0,270,0,24.38962082,26.263863,73.008957
Year 1 Mar 23 01:00,7.2,0,0,21.3,40,0,270,0,23.14752369,26.263863,73.008957
Year 1 Mar 23 02:00,7.1,0,0,21.2,40,0,270,0,21.97168399,26.263863,73.008957
Year 1 Mar 23 03:00,7,0,0,21.1,40,0,270,0,20.65236416,26.263863,73.008957
Year 1 Mar 23 04:00,6.3,0,0,20.7,39,0,270,0.2,19.54768961,26.263863,73.008957
Year 1 Mar 23 05:00,4.3,0,0,20.2,35,1,270,0.5,19.01175016,26.263863,73.008957
Year 1 Mar 23 06:00,2.6,0,0,19.7,32,2,90,0.8,18.48111879,26.263863,73.008957
