Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs,[1] Dry Bulb Temperature (C),[1] Global Horizontal Radiation (Wh/m2),[1] Relative Humidity (),DNR,SC,hdi
Year 1 Aug 24 13:00,485.75,203.25,23.125,23.8,77.56503498,197.3925675,8.725,28.69697359,270,22.7196,75.8577,23.8,689,96,208,10,487
Year 1 Aug 24 14:00,461.75,168.25,22.875,23.65,68.60151314,240.2004762,8.375,30.46863079,270,22.7196,75.8577,23.6,666,95,189,10,482
Year 1 Aug 24 15:00,391.25,122.25,22.35,23.375,55.7338462,256.1796009,8.225,30.98325638,270,22.7196,75.8577,23.3,497,93,106,10,401
Year 1 Aug 24 16:00,327,145,21.975,23.075,42.09895416,264.7366292,8.275,31.86425468,270,22.7196,75.8577,23,497,93,171,10,362
Year 1 Aug 24 17:00,205.75,101.25,21.75,22.85,28.28353051,270.9625619,8.3,30.10605143,270,22.7196,75.8577,22.8,264,93,67,10,222
Year 1 Aug 24 18:00,130,162.75,21.925,22.8,14.48601699,276.4542136,8.3,31.0212707,270,22.7196,75.8577,22.8,242,95,204,10,157
Year 1 Aug 24 19:00,24.5,19.5,22.3,22.95,0.837027869,281.9954945,7.925,26.82739781,270,22.7196,75.8577,23,56,97,39,10,49
Year 1 Aug 24 20:00,0,0,22.775,23.15,-12.51494931,288.2102306,7.35,24.70352633,270,22.7196,75.8577,23.2,0,98,0,10,0
Year 1 Aug 24 21:00,0,0,22.9,23.275,-25.33841894,295.8519345,6.75,24.29572036,270,22.7196,75.8577,23.3,0,98,0,10,0
Year 1 Aug 24 22:00,0,0,22.9,23.3,-37.21025373,306.0667749,6.45,23.89896653,270,22.7196,75.8577,23.3,0,98,0,10,0
Year 1 Aug 24 23:00,0,0,22.9,23.225,-47.29905037,320.6281478,6.625,23.71535386,270,22.7196,75.8577,23.2,0,98,0,10,0
Year 1 Aug 25 00:00,0,0,22.6,23.125,-54.05950831,341.345341,7.225,23.40625981,270,22.7196,75.8577,23.1,0,97,0,10,0
Year 1 Aug 25 01:00,0,0,22.35,23.025,-55.84352144,6.918049148,7.85,23.24148927,270,22.7196,75.8577,23,0,96,0,10,0
Year 1 Aug 25 02:00,0,0,22.225,23,-51.34695968,30.60881462,8.225,23.3256444,270,22.7196,75.8577,23,0,95,0,10,0
Year 1 Aug 25 03:00,0,0,22.2,23,-42.54083159,48.01616611,8.15,23.25273639,270,22.7196,75.8577,23,0,95,0,10,0
Year 1 Aug 25 04:00,0,0,22.275,23,-31.32869106,60.03788939,7.8,22.98202544,270,22.7196,75.8577,23,0,96,0,10,0
Year 1 Aug 25 05:00,0,0,22.525,23.15,-18.85254807,68.71399479,9.425,22.97944865,270,22.7196,75.8577,23.2,0,97,0,10,0
Year 1 Aug 25 06:00,0,0,22.525,22.975,-5.69097024,75.49124356,10,22.8807525,270,22.7196,75.8577,22.9,0,98,0,10,0
Year 1 Aug 25 07:00,14.75,21,22.425,22.975,7.854314046,81.28044861,10,22.95050359,270,22.7196,75.8577,23,0,97,0,10,0
Year 1 Aug 25 08:00,80.75,84.5,22.4,23,21.60581078,86.74085882,9.55,23.6797487,270,22.7196,75.8577,23,76,97,84,10,59
Year 1 Aug 25 09:00,174,98.25,22.625,23.375,35.43120204,92.54300578,8.5,24.97328797,270,22.7196,75.8577,23.5,182,95,86,10,146
Year 1 Aug 25 10:00,286,158.75,22.775,23.8,49.176346,99.77936482,7.9,26.28509234,270,22.7196,75.8577,23.9,342,94,135,10,258
Year 1 Aug 25 11:00,389.5,241.25,22.95,24.275,62.50602571,111.2663137,8.175,27.56628954,270,22.7196,75.8577,24.4,552,92,230,10,370
Year 1 Aug 25 12:00,458.5,268.75,23.075,24.475,74.03070113,137.672724,9.575,28.12764384,270,22.7196,75.8577,24.5,698,92,275,10,448
Year 1 Aug 25 13:00,489,239.25,23.025,24.65,77.23132038,197.2836758,11.5,28.62722844,270,22.7196,75.8577,24.7,733,91,250,10,490
Year 1 Aug 25 14:00,447.25,273.5,22.925,24.625,68.35001565,239.5466796,12.75,30.54316236,270,22.7196,75.8577,24.6,687,91,207,10,486
Year 1 Aug 25 15:00,315.75,474.5,22.825,24.825,55.53387201,255.6725965,13.75,33.25853572,270,22.7196,75.8577,24.9,760,88,473,10,331
Year 1 Aug 25 16:00,254.5,468.25,22.8,24.9,41.91731291,264.3361653,13.25,35.11315255,270,22.7196,75.8577,24.9,648,88,479,10,270
Year 1 Aug 25 17:00,194.25,390,22.8,24.975,28.10556479,270.6229349,11.5,35.76409983,270,22.7196,75.8577,25,479,88,436,10,208
Year 1 Aug 25 18:00,124.5,193.75,22.8,24.775,14.30333984,276.1483942,9.725,33.22156778,270,22.7196,75.8577,24.7,257,89,252,10,153
Year 1 Aug 25 19:00,19.5,9.5,22.725,24.55,0.643166755,281.706602,8.325,27.8998309,270,22.7196,75.8577,24.5,43,90,19,8,39
Year 1 Aug 25 20:00,0,0,22.625,24.125,-12.72645594,287.9273126,7.85,25.86571833,270,22.7196,75.8577,24,0,92,0,8,0
Year 1 Aug 25 21:00,0,0,22.525,23.925,-25.57513562,295.5699916,8.1,25.0410037,270,22.7196,75.8577,23.9,0,92,0,8,0
Year 1 Aug 25 22:00,0,0,22.425,23.75,-37.48110658,305.7934895,8.8,24.71296682,270,22.7196,75.8577,23.7,0,93,0,8,0
Year 1 Aug 25 23:00,0,0,22.4,23.775,-47.61101868,320.4053363,9.3,24.33417118,270,22.7196,75.8577,23.8,0,92,0,8,0
Year 1 Aug 26 00:00,0,0,22.4,23.575,-54.40299027,341.2779908,9.625,24.11119847,270,22.7196,75.8577,23.5,0,93,0,8,0
Year 1 Aug 26 01:00,0,0,22.475,23.5,-56.175853,7.106164381,9.55,23.89005597,270,22.7196,75.8577,23.5,0,94,0,10,0
Year 1 Aug 26 02:00,0,0,22.575,23.275,-51.61564768,30.9669993,9.425,23.5661679,270,22.7196,75.8577,23.2,0,97,0,10,0
Year 1 Aug 26 03:00,0,0,22.675,23.275,-42.73935887,48.40877044,9.475,23.52975399,270,22.7196,75.8577,23.3,0,97,0,10,0
Year 1 Aug 26 04:00,0,0,22.7,23.15,-31.4733693,60.4126104,9.875,23.33524238,270,22.7196,75.8577,23.1,0,98,0,10,0
Year 1 Aug 26 05:00,0,0,21.95,22.875,-18.95976316,69.0674913,10.75,22.99432685,270,22.7196,75.8577,22.8,0,93,0,10,0
Year 1 Aug 26 06:00,0,0,21.775,22.8,-5.77280202,75.83453302,11,22.79159429,270,22.7196,75.8577,22.8,0,94,0,8,0
Year 1 Aug 26 07:00,15.5,29.5,21.575,22.875,7.788877359,81.6288653,10.25,22.99076307,270,22.7196,75.8577,22.9,0,92,0,7,0
Year 1 Aug 26 08:00,83.75,164.25,21.425,23.275,21.5490559,87.11391498,10.75,23.98055411,270,22.7196,75.8577,23.4,85,89,118,8,62
Year 1 Aug 26 09:00,159,354.25,20.875,23.925,35.3746297,92.96917744,10.25,25.37790963,270,22.7196,75.8577,24.1,277,81,303,8,149
Year 1 Aug 26 10:00,183.75,568,20.475,24.775,49.1070161,100.3081223,10,26.50722489,270,22.7196,75.8577,25,507,76,508,8,189
Year 1 Aug 26 11:00,166.75,771.5,20.325,25.75,62.39624416,111.9939194,10.75,27.53661753,270,22.7196,75.8577,26,760,71,748,8,168
Year 1 Aug 26 12:00,215.25,745,21.05,26.75,73.80680954,138.6264618,11.75,28.49163103,270,22.7196,75.8577,27,929,71,842,8,163
Year 1 Aug 26 13:00,366.75,464.25,21.825,27.525,76.89373381,197.1827009,12.75,30.30669776,270,22.7196,75.8577,27.7,813,71,454,8,372
Year 1 Aug 26 14:00,374,443.5,22.75,28.075,68.09281422,238.9046825,13,33.3826149,270,22.7196,75.8577,28.2,830,74,495,8,351
Year 1 Aug 26 15:00,421,297.25,23,28.125,55.32890785,255.1676387,12.25,35.47890167,270,22.7196,75.8577,28.1,705,74,289,7,443
Year 1 Aug 26 16:00,331.75,292.75,23.075,27.8,41.73148636,263.935285,11.25,36.66608947,270,22.7196,75.8577,27.7,609,76,322,8,355
Year 1 Aug 26 17:00,235,197,22.575,27.025,27.92399031,270.2820932,9.8,35.42290605,270,22.7196,75.8577,26.8,389,77,205,8,262
Year 1 Aug 26 18:00,123.5,132.25,22.325,26.05,14.1174681,275.8409726,8.425,33.47817476,270,22.7196,75.8577,25.8,226,81,173,10,154
Year 1 Aug 26 19:00,16,5,22,24.975,0.446411991,281.415796,6.9,28.25512466,270,22.7196,75.8577,24.7,33,84,10,8,32
Year 1 Aug 26 20:00,0,0,22.05,24.025,-12.94065187,287.642118,6.2,26.10437266,270,22.7196,75.8577,23.8,0,90,0,7,0
Year 1 Aug 26 21:00,0,0,21.875,23.275,-25.81445109,295.2852962,5.65,25.25412788,270,22.7196,75.8577,23.1,0,93,0,3,0
Year 1 Aug 26 22:00,0,0,21.95,22.875,-37.75464255,305.516949,5.95,24.34795704,270,22.7196,75.8577,22.8,0,95,0,1,0
Year 1 Aug 26 23:00,0,0,21.775,22.8,-47.92599463,320.1795304,6.55,23.80873301,270,22.7196,75.8577,22.8,0,93,0,0,0
Year 1 Aug 27 00:00,0,0,21.925,22.95,-54.74972992,341.2111591,7.975,23.66637285,270,22.7196,75.8577,23,0,94,0,2,0
Year 1 Aug 27 01:00,0,0,21.925,23.225,-56.51042496,7.301380447,9.3,23.71120908,270,22.7196,75.8577,23.3,0,92,0,6,0
Year 1 Aug 27 02:00,0,0,22.2,23.375,-51.88479195,31.33423159,10.65,23.74454501,270,22.7196,75.8577,23.4,0,93,0,10,0
Year 1 Aug 27 03:00,0,0,22,23.325,-42.93724808,48.80840602,11,23.54741266,270,22.7196,75.8577,23.3,0,92,0,10,0
Year 1 Aug 27 04:00,0,0,21.975,23.15,-31.61708013,60.7924539,11,23.368777,270,22.7196,75.8577,23.1,0,93,0,10,0
Year 1 Aug 27 05:00,0,0,21.625,22.575,-19.06605477,69.42499921,8.15,22.92326456,270,22.7196,75.8577,22.4,0,95,0,8,0
Year 1 Aug 27 06:00,0,0,21.425,22.475,-5.853930524,76.18126949,6.6,22.6328242,270,22.7196,75.8577,22.5,0,93,0,8,0
Year 1 Aug 27 07:00,15.75,36.25,21.325,22.8,7.723805288,81.98050523,6.85,22.99927736,270,22.7196,75.8577,22.9,0,91,0,7,0
Year 1 Aug 27 08:00,83,194,21.45,23.125,21.49219655,87.49020838,7.15,24.02248418,270,22.7196,75.8577,23.2,90,90,145,6,63
Year 1 Aug 27 09:00,162,356.5,21.575,23.8,35.3172827,93.39877068,8.625,25.42073162,270,22.7196,75.8577,24,285,87,341,6,143
Year 1 Aug 27 10:00,231.5,423.25,21.75,24.525,49.035872,100.84041,9.775,26.54946385,270,22.7196,75.8577,24.7,471,84,403,6,219
Year 1 Aug 27 11:00,280.25,490.75,21.65,25.525,62.28290484,112.723093,10.75,27.77412174,270,22.7196,75.8577,25.8,652,78,484,7,269
Year 1 Aug 27 12:00,315.25,523.25,21.45,26.4,73.57767987,139.5645443,11,28.78595535,270,22.7196,75.8577,26.6,777,73,511,7,314
Year 1 Aug 27 13:00,289.5,619,21.25,27.275,76.5524097,197.0891257,11.75,30.09713193,270,22.7196,75.8577,27.5,861,69,560,8,319
Year 1 Aug 27 14:00,198.25,791.5,21.05,27.875,67.83006012,238.2745278,12,34.24075417,270,22.7196,75.8577,28,971,66,796,8,201
Year 1 Aug 27 15:00,215.25,687.75,21,28.225,55.11904253,254.6649444,13.5,37.26275992,270,22.7196,75.8577,28.3,893,65,778,8,190
Year 1 Aug 27 16:00,266.75,431.75,21.15,27.925,41.54155017,263.5341361,13.25,37.56341542,270,22.7196,75.8577,27.8,618,68,417,8,291
Year 1 Aug 27 17:00,183.75,410.5,21.35,27.2,27.7388847,269.9401391,12.25,37.70022672,270,22.7196,75.8577,27,487,72,476,8,194
Year 1 Aug 27 18:00,126.25,170,21.625,25.95,13.9284862,275.5320224,10.2,33.99205327,270,22.7196,75.8577,25.6,240,79,214,7,153
Year 1 Aug 27 19:00,23,19,21.55,24.775,0.24685694,281.1231289,7.575,29.18513326,270,22.7196,75.8577,24.5,53,84,38,7,46
Year 1 Aug 27 20:00,0,0,21.425,23.675,-13.15743356,287.3546779,4.65,26.45549436,270,22.7196,75.8577,23.4,0,89,0,6,0
Year 1 Aug 27 21:00,0,0,21.175,23.1,-26.05625143,294.9978509,3.6,25.39751878,270,22.7196,75.8577,23,0,89,0,6,0
Year 1 Aug 27 22:00,0,0,20.875,22.925,-38.03074016,305.2371098,3.575,24.83401716,270,22.7196,75.8577,22.9,0,88,0,6,0
Year 1 Aug 27 23:00,0,0,20.725,22.975,-48.24386019,319.9506302,5.1,24.27160599,270,22.7196,75.8577,23,0,87,0,6,0
Year 1 Aug 28 00:00,0,0,20.85,22.925,-55.09962562,341.1447895,6.125,23.78438063,270,22.7196,75.8577,22.9,0,89,0,5,0
Year 1 Aug 28 01:00,0,0,21.125,22.825,-56.84712836,7.503803248,7.2,23.65098183,270,22.7196,75.8577,22.8,0,91,0,5,0
Year 1 Aug 28 02:00,0,0,21.425,22.5,-52.15427627,31.71055579,7.275,23.36186629,270,22.7196,75.8577,22.4,0,95,0,5,0
Year 1 Aug 28 03:00,0,0,21.65,22.325,-43.13441468,49.21500324,7.575,23.11881022,270,22.7196,75.8577,22.3,0,97,0,6,0
Year 1 Aug 28 04:00,0,0,21.775,22.225,-31.759778,61.17731489,7.175,22.87462428,270,22.7196,75.8577,22.2,0,97,0,7,0
Year 1 Aug 28 05:00,0,0,21.65,22.35,-19.17140854,69.78641088,7.15,22.80533491,270,22.7196,75.8577,22.4,0,95,0,10,0
Year 1 Aug 28 06:00,0,0,21.825,22.25,-5.934365359,76.53134813,7.725,22.64336536,270,22.7196,75.8577,22.2,0,98,0,10,0
Year 1 Aug 28 07:00,15.5,32.75,21.675,22.5,7.659068747,82.33526287,7.975,22.75700646,270,22.7196,75.8577,22.6,0,94,0,10,0
Year 1 Aug 28 08:00,86,149,21.075,23.05,21.43518646,87.86962467,8.225,23.87494787,270,22.7196,75.8577,23.2,87,87,131,10,62
Year 1 Aug 28 09:00,162,291.75,21.05,24.1,35.25909852,93.8316455,8.45,25.59430892,270,22.7196,75.8577,24.4,242,82,203,10,158
Year 1 Aug 28 10:00,170.5,610.5,21.175,25.15,48.96283684,101.3760173,9.175,26.94580859,270,22.7196,75.8577,25.4,522,78,558,7,174
Year 1 Aug 28 11:00,194,713.25,21.5,26.3,62.16593689,113.4534132,9.85,28.12093032,270,22.7196,75.8577,26.6,767,74,768,7,160
Year 1 Aug 28 12:00,275.75,603.75,21.375,27.05,73.34337394,140.4867673,11.5,28.9157895,270,22.7196,75.8577,27.2,793,70,549,6,296
Year 1 Aug 28 13:00,237.5,722.25,21.15,27.65,76.20748097,197.0024498,12.75,30.19188232,270,22.7196,75.8577,27.8,958,67,768,7,215
Year 1 Aug 28 14:00,338.5,488.5,20.575,27.95,67.56190796,237.6562233,13,33.50012158,270,22.7196,75.8577,28,870,63,585,8,305
Year 1 Aug 28 15:00,419,221,20.325,28.3,54.9043698,254.164717,12.25,34.94826636,270,22.7196,75.8577,28.4,619,62,199,8,439
Year 1 Aug 28 16:00,330.5,297.25,20.225,28.175,41.34758394,263.132861,10.5,37.35016959,270,22.7196,75.8577,28.1,583,62,287,10,359
Year 1 Aug 28 17:00,221.5,284.5,20.425,27.725,27.55032882,269.5971718,8.725,37.88288514,270,22.7196,75.8577,27.6,446,66,328,8,245
Year 1 Aug 28 18:00,122,119.25,20.5,26.55,13.73648135,275.2216153,6.875,34.71138052,270,22.7196,75.8577,26.2,213,71,154,5,151
Year 1 Aug 28 19:00,17.5,7.5,20.725,25.15,0.044597403,280.8286516,5.275,29.37586577,270,22.7196,75.8577,24.8,37,79,15,2,35
Year 1 Aug 28 20:00,0,0,20.65,23.6,-13.37669526,287.0650222,4.525,26.701734,270,22.7196,75.8577,23.2,0,86,0,0,0
Year 1 Aug 28 21:00,0,0,20.75,22.6,-26.30042054,294.7076568,4.25,25.28062117,270,22.7196,75.8577,22.4,0,91,0,1,0
Year 1 Aug 28 22:00,0,0,20.575,22.025,-38.30927572,304.9539259,4.35,24.29372952,270,22.7196,75.8577,21.9,0,92,0,3,0
Year 1 Aug 28 23:00,0,0,20.5,22.125,-48.56449536,319.7185307,4.4,23.87180104,270,22.7196,75.8577,22.2,0,90,0,6,0
Year 1 Aug 29 00:00,0,0,20.2,22.275,-55.45257475,341.0788209,4.7,23.60260126,270,22.7196,75.8577,22.3,0,88,0,6,0
Year 1 Aug 29 01:00,0,0,20.325,22.6,-57.18585364,7.713540155,4.95,23.68570541,270,22.7196,75.8577,22.7,0,87,0,7,0
Year 1 Aug 29 02:00,0,0,20.55,22.625,-52.4239847,32.09601295,5.45,23.35550177,270,22.7196,75.8577,22.6,0,88,0,6,0
Year 1 Aug 29 03:00,0,0,21.35,22.675,-43.33077603,49.62848785,5.9,23.11232751,270,22.7196,75.8577,22.7,0,93,0,7,0
Year 1 Aug 29 04:00,0,0,21.9,22.475,-31.90141983,61.56708542,6.525,22.92442923,270,22.7196,75.8577,22.4,0,97,0,7,0
Year 1 Aug 29 05:00,0,0,20.95,21.95,-19.27581254,70.15161704,7.075,22.48723637,270,22.7196,75.8577,21.8,0,93,0,8,0
Year 1 Aug 29 06:00,0,0,20.675,22.025,-6.014118238,76.88466295,7.725,22.34711122,270,22.7196,75.8577,22.1,0,92,0,8,0
Year 1 Aug 29 07:00,11.75,8.5,20.775,22.325,7.594636963,82.6930317,7.825,22.5592473,270,22.7196,75.8577,22.4,0,91,0,8,0
Year 1 Aug 29 08:00,74.5,74.5,21.1,22.55,21.37797821,88.25204833,8.175,23.45317768,270,22.7196,75.8577,22.6,53,92,34,8,47
Year 1 Aug 29 09:00,184,203,21.5,22.825,35.20001428,94.26766008,8.075,24.70725982,270,22.7196,75.8577,22.9,239,93,196,7,157
Year 1 Aug 29 10:00,288,248.5,21.675,23.2,48.88783483,101.9147306,8.525,25.88283279,270,22.7196,75.8577,23.3,404,91,224,8,265
Year 1 Aug 29 11:00,343.25,375,21.7,23.825,62.04527394,114.1844586,8.85,27.02816405,270,22.7196,75.8577,24,611,87,322,8,357
Year 1 Aug 29 12:00,309.75,533,21.475,24.675,73.10395914,141.3929608,9.725,27.61010255,270,22.7196,75.8577,24.9,786,81,534,10,302
Year 1 Aug 29 13:00,303.75,588.75,21.1,25.65,75.85907914,196.9221901,10,29.36589896,270,22.7196,75.8577,25.9,844,74,530,10,333
Year 1 Aug 29 14:00,269.75,616.5,20.7,26.575,67.28851519,237.0497442,10,33.59221048,270,22.7196,75.8577,26.8,952,69,765,8,216
Year 1 Aug 29 15:00,380.75,271,20.675,27.175,54.68498809,253.6671466,9.4,35.43479233,270,22.7196,75.8577,27.3,584,67,171,5,431
Year 1 Aug 29 16:00,233.25,510.75,20.925,27.3,41.14967112,262.7315968,8.45,40.18570836,270,22.7196,75.8577,27.3,676,68,571,2,230
Year 1 Aug 29 17:00,219.5,285.75,21.375,26.925,27.35840671,269.2532876,7.075,38.94628592,270,22.7196,75.8577,26.8,444,73,330,0,243
Year 1 Aug 29 18:00,122.25,122.5,21.8,26.125,13.54154342,274.9098214,6.55,35.16300515,270,22.7196,75.8577,25.9,211,78,153,1,149
Year 1 Aug 29 19:00,21,15.5,21.9,25.225,-0.160268458,280.5324137,5.9,30.01644924,270,22.7196,75.8577,25,47,83,31,2,42
Year 1 Aug 29 20:00,0,0,21.75,24.4,-13.59832905,286.77318,5.625,26.98494814,270,22.7196,75.8577,24.2,0,86,0,6,0
Year 1 Aug 29 21:00,0,0,21.4,23.825,-26.54684025,294.414714,4.475,26.14352961,270,22.7196,75.8577,23.7,0,86,0,6,0
Year 1 Aug 29 22:00,0,0,21,23.4,-38.59012341,304.667349,3.5,25.44258937,270,22.7196,75.8577,23.3,0,86,0,7,0
Year 1 Aug 29 23:00,0,0,20.75,23.075,-48.88777815,319.4831214,2.475,24.96364233,270,22.7196,75.8577,23,0,87,0,6,0
Year 1 Aug 30 00:00,0,0,20.625,22.7,-55.80847371,341.0131871,2.8,24.39944135,270,22.7196,75.8577,22.6,0,88,0,7,0
Year 1 Aug 30 01:00,0,0,20.6,22.3,-57.52649065,7.93070009,3.525,23.88282047,270,22.7196,75.8577,22.2,0,91,0,7,0
Year 1 Aug 30 02:00,0,0,20.6,21.9,-52.69380163,32.49064075,5.125,23.24217237,270,22.7196,75.8577,21.8,0,93,0,8,0
Year 1 Aug 30 03:00,0,0,20.675,21.65,-43.52625143,50.04878084,6.125,22.6269361,270,22.7196,75.8577,21.6,0,95,0,8,0
Year 1 Aug 30 04:00,0,0,20.625,21.6,-32.04196507,61.96165468,7.05,22.38297767,270,22.7196,75.8577,21.6,0,94,0,10,0
Year 1 Aug 30 05:00,0,0,20.675,21.6,-19.37925721,70.52050677,6.025,22.47718478,270,22.7196,75.8577,21.6,0,95,0,10,0
Year 1 Aug 30 06:00,0,0,20.85,21.6,-6.093202929,77.24110694,6.2,22.32282993,270,22.7196,75.8577,21.6,0,96,0,10,0
Year 1 Aug 30 07:00,15.25,39.75,21.2,22.05,7.530477553,83.05370429,6.925,22.69155911,270,22.7196,75.8577,22.2,0,95,0,10,0
Year 1 Aug 30 08:00,78.75,221.75,21.525,22.8,21.32052334,88.63736267,7.175,23.81476657,270,22.7196,75.8577,23,91,92,159,10,61
Year 1 Aug 30 09:00,148.25,426.75,21.9,23.825,35.13996681,94.70667076,7.575,25.4259718,270,22.7196,75.8577,24.1,302,88,410,10,132
Year 1 Aug 30 10:00,229.5,382,22,24.55,48.81079137,102.4563336,7.85,26.79034752,270,22.7196,75.8577,24.7,493,85,477,10,197
Year 1 Aug 30 11:00,344.5,98.75,22.15,24.925,61.92085431,114.9158085,8.2,27.94915954,270,22.7196,75.8577,25,404,85,97,10,327
Year 1 Aug 30 12:00,413.5,115.5,22.125,24.625,72.85950805,142.2829869,8.225,28.5131325,270,22.7196,75.8577,24.5,491,87,104,10,397
Year 1 Aug 30 13:00,459.5,144.75,22.1,24.2,75.50733444,196.8478822,8.05,29.22274534,270,22.7196,75.8577,24.1,608,89,150,10,463
Year 1 Aug 30 14:00,443,136.25,22.175,23.725,67.01004179,236.4550361,7.4,30.83622912,270,22.7196,75.8577,23.6,574,92,129,10,449
Year 1 Aug 30 15:00,402.75,148.75,22.35,23.75,54.4610003,253.1724104,6.825,32.69502951,270,22.7196,75.8577,23.8,567,92,158,10,425
Year 1 Aug 30 16:00,313.75,123.75,22.475,23.95,40.94789888,262.3304749,6.025,33.32095403,270,22.7196,75.8577,24,430,91,121,10,336
Year 1 Aug 30 17:00,221.75,131.75,22.5,24.3,27.16320546,268.9085801,5.65,33.89563708,270,22.7196,75.8577,24.4,327,89,132,10,247
Year 1 Aug 30 18:00,121.75,114.25,22.35,24.175,13.34376489,274.5967087,5.375,33.03992738,270,22.7196,75.8577,24.1,198,90,131,10,146
Year 1 Aug 30 19:00,24.5,32,22.075,23.875,-0.36764019,280.2344639,5.6,29.28551985,270,22.7196,75.8577,23.8,60,90,64,10,49
Year 1 Aug 30 20:00,0,0,21.7,23.2,-13.82222491,286.4791794,6,25.52775552,270,22.7196,75.8577,23,0,92,0,10,0
Year 1 Aug 30 21:00,0,0,21.45,22.775,-26.79539031,294.1190215,6.625,24.48004305,270,22.7196,75.8577,22.7,0,93,0,10,0
Year 1 Aug 30 22:00,0,0,21.325,22.475,-38.87315529,304.377329,6.65,23.8562551,270,22.7196,75.8577,22.4,0,93,0,10,0
Year 1 Aug 30 23:00,0,0,21.225,22.55,-49.2135846,319.2442867,6.225,23.5954072,270,22.7196,75.8577,22.6,0,92,0,10,0
Year 1 Aug 31 00:00,0,0,21.05,22.6,-56.16721795,340.9478168,5.05,23.38029224,270,22.7196,75.8577,22.6,0,91,0,8,0
Year 1 Aug 31 01:00,0,0,20.85,22.675,-57.86892865,8.155393608,3.875,23.35448879,270,22.7196,75.8577,22.7,0,89,0,7,0
Year 1 Aug 31 02:00,0,0,20.725,22.475,-52.96361186,32.89447326,3,23.17432356,270,22.7196,75.8577,22.4,0,90,0,7,0
Year 1 Aug 31 03:00,0,0,20.625,22.25,-43.72076224,50.47579847,3.175,22.87848975,270,22.7196,75.8577,22.2,0,91,0,7,0
Year 1 Aug 31 04:00,0,0,20.525,21.825,-32.1813757,62.36090899,3.9,22.67204771,270,22.7196,75.8577,21.7,0,93,0,8,0
Year 1 Aug 31 05:00,0,0,21.1,22.075,-19.48173541,70.89296757,5.6,22.71591524,270,22.7196,75.8577,22.2,0,95,0,10,0
Year 1 Aug 31 06:00,0,0,21.525,22.275,-6.171635205,77.60057202,5.875,22.60350799,270,22.7196,75.8577,22.3,0,96,0,10,0
Year 1 Aug 31 07:00,12,9.5,21.675,22.6,7.466556598,83.41717225,5.65,22.88369017,270,22.7196,75.8577,22.7,0,94,0,10,0
Year 1 Aug 31 08:00,74.5,89.75,21.85,22.925,21.26277241,89.02544984,5.6,23.84473115,270,22.7196,75.8577,23,55,93,38,10,48
Year 1 Aug 31 09:00,179.5,219,21.975,23.3,35.07889285,95.14853206,5.675,25.33140765,270,22.7196,75.8577,23.4,256,92,245,10,154
Year 1 Aug 31 10:00,279.25,139.75,22.225,23.625,48.73163326,103.0006066,6.225,26.62284288,270,22.7196,75.8577,23.7,343,92,141,10,256
Year 1 Aug 31 11:00,362.75,130.25,22.525,23.925,61.79262116,115.6470434,7.45,27.34547418,270,22.7196,75.8577,24,455,92,136,8,349
Year 1 Aug 31 12:00,424.25,146.75,22.975,24.15,72.6100983,143.1567378,9.3,27.88353426,270,22.7196,75.8577,24.2,506,94,113,8,404
Year 1 Aug 31 13:00,452,306.5,23.175,24.5,75.1523759,196.7790797,11.45,28.71129628,270,22.7196,75.8577,24.6,723,92,248,8,485
Year 1 Aug 31 14:00,345.75,480.5,23.125,24.75,66.72664987,235.8720173,12.75,31.36044819,270,22.7196,75.8577,24.8,816,91,482,8,353
Year 1 Aug 31 15:00,313.75,463.75,22.65,24.95,54.23251358,252.6806721,13.75,33.64177908,270,22.7196,75.8577,25,750,86,476,8,324
Year 1 Aug 31 16:00,268.75,341.25,21.9,24.85,40.74235802,261.9296215,13.25,33.97071997,270,22.7196,75.8577,24.8,613,83,427,8,283
Year 1 Aug 31 17:00,206.25,113.75,21.175,24.5,26.96481513,268.5631399,11.5,31.00105886,270,22.7196,75.8577,24.4,277,81,84,8,226
Year 1 Aug 31 18:00,120.25,159.75,20.925,23.875,13.14324078,274.2823438,9.275,31.57705819,270,22.7196,75.8577,23.7,228,84,203,8,147
Year 1 Aug 31 19:00,20,15,20.9,23.175,-0.577415129,279.9348494,6.525,27.25240532,270,22.7196,75.8577,23,45,88,30,8,40
Year 1 Aug 31 20:00,0,0,21.2,22.55,-14.0482708,286.1830476,4.375,25.05726301,270,22.7196,75.8577,22.4,0,93,0,8,0
Year 1 Aug 31 21:00,0,0,21.45,22.25,-27.04594852,293.8205777,3.375,24.47871793,270,22.7196,75.8577,22.2,0,96,0,7,0
Year 1 Aug 31 22:00,0,0,21.575,22.2,-39.15824134,304.0838134,3.65,24.09618966,270,22.7196,75.8577,22.2,0,97,0,6,0
Year 1 Aug 31 23:00,0,0,21.525,22.35,-49.5417888,319.0019057,4.7,23.59509135,270,22.7196,75.8577,22.4,0,95,0,6,0
