Date/Time,[1] Surface Outside Face Temperature  (C),[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Surface Inside Face Conduction Heat Transfer Rate  (W),[1] Surface Inside Face Temperature  (C)
,BLOCK1:ZONE1_WALL_3_0_0,Environment,Environment,Environment,BLOCK1:ZONE1_WALL_3_0_0,BLOCK1:ZONE1_WALL_3_0_0
Year 1 Jan 14 11:00,17.504307,30,1015.25,17.75,-182.0892886,17.78279232
Year 1 Jan 14 12:00,19.81819875,32,1028,20.75,-179.7006263,17.73402788
Year 1 Jan 14 13:00,22.77210618,101,878,23.125,-161.9306739,17.85917242
Year 1 Jan 14 14:00,28.18792907,53.75,1047.5,24.225,-132.2362347,18.14813987
Year 1 Jan 14 15:00,33.7398943,119,776.75,24.925,-86.88943522,18.62048498
Year 1 Jan 14 16:00,32.84897742,232.5,246,24.575,-24.74457465,19.33959366
Year 1 Jan 14 17:00,32.81673679,146.75,253.5,23.65,42.89614109,20.20593073
Year 1 Jan 14 18:00,26.89649591,62.25,38.25,21.45,108.2191595,21.04037551
Year 1 Jan 14 19:00,22.17201587,0,0,19.075,156.5089134,21.64306413
Year 1 Jan 14 20:00,19.99241294,0,0,16.475,172.5626029,21.9091436
Year 1 Jan 14 21:00,18.82603243,0,0,14.975,162.8663347,21.87297409
Year 1 Jan 14 22:00,17.62801504,0,0,14.175,136.8651128,21.65777815
Year 1 Jan 14 23:00,16.88425985,0,0,14.375,104.6482705,21.35433546
Year 1 Jan 15 00:00,16.48681238,0,0,14.425,70.33958619,21.01252293
Year 1 Jan 15 01:00,16.16324954,0,0,14.475,38.99680117,20.66071578
Year 1 Jan 15 02:00,15.71088387,0,0,13.675,11.6644497,20.32077981
Year 1 Jan 15 03:00,14.88653248,0,0,12.575,-10.58519117,19.99333554
Year 1 Jan 15 04:00,13.65146019,0,0,10.65,-30.00764347,19.67052185
Year 1 Jan 15 05:00,14.06946783,0,0,12.875,-48.64478812,19.33257905
Year 1 Jan 15 06:00,13.749169,0,0,11.775,-69.38869108,19.00245921
Year 1 Jan 15 07:00,13.30586736,0,0,10.95,-83.26912517,18.68867898
Year 1 Jan 15 08:00,12.92152824,4.5,3.5,10.525,-96.87306746,18.39824046
Year 1 Jan 15 09:00,14.17063249,28.5,171.5,13.475,-109.5260618,18.12217778
Year 1 Jan 15 10:00,16.9890373,47,758,17.05,-123.9867513,17.90475688
Year 1 Jan 15 11:00,19.79214852,12.75,1100,21.725,-129.6027634,17.80545495
Year 1 Jan 15 12:00,22.45324728,39.5,1063.5,23.9,-124.3988969,17.88080907
Year 1 Jan 15 13:00,24.89488259,138,786.75,25.4,-101.5215729,18.11420322
Year 1 Jan 15 14:00,28.08548767,316.5,283.25,24.9,-68.15234383,18.49250821
Year 1 Jan 15 15:00,30.78346971,285.75,233.5,25.425,-23.38173129,18.99434313
Year 1 Jan 15 16:00,30.42019015,219.75,107,25.025,25.42014261,19.62969977
Year 1 Jan 15 17:00,30.99379458,147.75,100,25.25,73.83097333,20.32069147
Year 1 Jan 15 18:00,26.48353686,45,12,23.525,121.5044653,20.96558959
Year 1 Jan 15 19:00,23.73261692,0,0,22.3,156.9954586,21.454644
Year 1 Jan 15 20:00,21.88510269,0,0,20.225,168.5524589,21.71160244
Year 1 Jan 15 21:00,20.94127458,0,0,19.975,163.1442361,21.75609015
Year 1 Jan 15 22:00,20.28403458,0,0,19.2,143.5810155,21.67233679
Year 1 Jan 15 23:00,20.0849902,0,0,19.275,121.6233465,21.51129277
Year 1 Jan 16 00:00,19.24445461,0,0,17.525,98.30379669,21.32646375
Year 1 Jan 16 01:00,18.22101608,0,0,16.375,80.47639125,21.11589339
Year 1 Jan 16 02:00,17.03537484,0,0,14.55,60.50754496,20.88794886
Year 1 Jan 16 03:00,16.47780617,0,0,14.6,40.56814603,20.62341542
Year 1 Jan 16 04:00,15.86548523,0,0,13.9,16.81451198,20.34192108
Year 1 Jan 16 05:00,15.6144702,0,0,14.5,-4.05123725,20.04394263
Year 1 Jan 16 06:00,15.34677179,0,0,14.725,-25.11371587,19.75361846
Year 1 Jan 16 07:00,15.35120963,0,0,14.925,-41.74778941,19.47161116
Year 1 Jan 16 08:00,15.72475053,5.5,5.75,15.6,-57.15888976,19.21423578
Year 1 Jan 16 09:00,16.68028649,36,142,16.475,-70.00283437,18.99693388
Year 1 Jan 16 10:00,18.34590132,82.75,545.25,17.525,-78.13600915,18.83785266
Year 1 Jan 16 11:00,19.90617395,103.75,693.25,18.55,-79.50941287,18.76657431
Year 1 Jan 16 12:00,21.27651943,134.75,706.75,19.7,-72.76790761,18.79732573
Year 1 Jan 16 13:00,22.28210072,143.5,743.75,20.9,-59.414414,18.92616494
Year 1 Jan 16 14:00,27.02261567,82.75,946.5,22.1,-41.66327357,19.13576478
Year 1 Jan 16 15:00,31.70015431,147.5,692.75,23,-16.1251121,19.4603489
Year 1 Jan 16 16:00,31.07716226,235.75,256.5,23.425,24.1789454,19.98832595
Year 1 Jan 16 17:00,31.82322022,161,240.25,23.125,72.05821741,20.65109704
Year 1 Jan 16 18:00,30.46981951,75.75,167.25,22.175,122.4659628,21.29985318
Year 1 Jan 16 19:00,23.49098995,0,0,20.775,164.772046,21.86993447
Year 1 Jan 16 20:00,21.50309177,0,0,19.35,184.9673766,22.20790179
Year 1 Jan 16 21:00,20.40180863,0,0,18.175,178.1017173,22.25745435
Year 1 Jan 16 22:00,19.35484772,0,0,17.525,155.4225476,22.11737808
Year 1 Jan 16 23:00,18.75383279,0,0,17.4,126.2004527,21.88277276
Year 1 Jan 17 00:00,18.65634759,0,0,17.55,95.37764353,21.60656945
Year 1 Jan 17 01:00,18.52791582,0,0,17.6,66.69135985,21.32724985
Year 1 Jan 17 02:00,18.20710238,0,0,17.3,42.82682806,21.06632703
Year 1 Jan 17 03:00,17.6158785,0,0,16.6,23.45933886,20.82561941
Year 1 Jan 17 04:00,17.07418405,0,0,15.725,6.879506314,20.59512994
Year 1 Jan 17 05:00,16.94978482,0,0,15.875,-8.556222848,20.36425553
Year 1 Jan 17 06:00,16.37276869,0,0,15.325,-23.48074873,20.1386767
Year 1 Jan 17 07:00,16.06222703,0,0,15.025,-35.71142582,19.91416324
Year 1 Jan 17 08:00,16.1826814,6.75,14,15.45,-47.4637055,19.68946392
Year 1 Jan 17 09:00,17.10702055,35.5,201.5,16.725,-59.6026896,19.48353842
Year 1 Jan 17 10:00,19.05146477,83.5,584.75,18.375,-69.27930701,19.32398514
Year 1 Jan 17 11:00,21.11864183,148.75,482.75,20,-72.4781957,19.25251937
Year 1 Jan 17 12:00,22.54214331,139.25,687,21.225,-66.19701481,19.30003325
Year 1 Jan 17 13:00,23.72757994,126,801,22.25,-51.12520205,19.46210369
Year 1 Jan 17 14:00,28.02186192,127.75,805.75,23.025,-30.44634367,19.71158447
Year 1 Jan 17 15:00,33.31550383,164.75,653.25,23.725,-2.051479354,20.07113191
Year 1 Jan 17 16:00,38.33444128,130.5,650,24.2,39.29211405,20.63704157
Year 1 Jan 17 17:00,38.45172595,135,395,24.075,100.4142439,21.43792215
Year 1 Jan 17 18:00,35.14934981,74.25,195,22.95,174.1400914,22.35792004
Year 1 Jan 17 19:00,26.26916809,0,0,20.95,238.7618954,23.18628977
Year 1 Jan 17 20:00,23.65708983,0,0,18.3,270.4700781,23.67927281
Year 1 Jan 17 21:00,21.77267251,0,0,15.8,264.9100997,23.77494725
Year 1 Jan 17 22:00,20.03021512,0,0,14,236.9910643,23.60651052
Year 1 Jan 17 23:00,18.84580225,0,0,13.45,198.0730651,23.29058116
Year 1 Jan 18 00:00,18.1615338,0,0,14,153.2384878,22.90444151
Year 1 Jan 18 01:00,17.90167977,0,0,15.325,108.7736343,22.49521653
Year 1 Jan 18 02:00,17.85649739,0,0,16.525,68.03912581,22.09952634
Year 1 Jan 18 03:00,17.84092803,0,0,17.175,34.16483179,21.73784088
Year 1 Jan 18 04:00,17.68825012,0,0,17,7.695676759,21.41718469
Year 1 Jan 18 05:00,15.37571135,0,0,11.875,-11.0373384,21.1262819
Year 1 Jan 18 06:00,13.8047262,0,0,9.75,-23.60015287,20.80627786
Year 1 Jan 18 07:00,13.33581286,0,0,10.275,-45.67689525,20.44174076
Year 1 Jan 18 08:00,13.52100794,6,8.75,11.475,-69.34171979,20.03425526
Year 1 Jan 18 09:00,14.8125297,30,213.75,13.975,-93.84837679,19.64208193
Year 1 Jan 18 10:00,17.50411695,51.75,778,16.725,-114.9846833,19.32686237
Year 1 Jan 18 11:00,20.0332338,57.5,910,19.65,-125.3023138,19.14424977
Year 1 Jan 18 12:00,22.05445809,84.75,920.5,21.675,-122.0156115,19.13366405
Year 1 Jan 18 13:00,24.33620484,197,583.75,23.3,-105.0331945,19.27852667
Year 1 Jan 18 14:00,28.86306206,125,817.75,24.225,-78.58410589,19.56142015
Year 1 Jan 18 15:00,34.12165443,123.75,780,25.15,-40.61560588,19.99403517
Year 1 Jan 18 16:00,34.28386225,233.75,296.75,25.325,11.58913542,20.64274798
Year 1 Jan 18 17:00,35.91443294,153.5,292.5,25.075,71.13614876,21.4462095
Year 1 Jan 18 18:00,32.43920952,78,110.25,23.575,135.4113103,22.26334367
Year 1 Jan 18 19:00,25.77484864,0,0,21.6,190.359616,22.96629883
Year 1 Jan 18 20:00,23.65327586,0,0,19.225,217.2233308,23.38329696
Year 1 Jan 18 21:00,21.88232597,0,0,17.625,214.3283603,23.4784197
Year 1 Jan 18 22:00,20.74399783,0,0,16.325,191.9151273,23.36007352
Year 1 Jan 18 23:00,19.76354778,0,0,15.7,161.4997428,23.11447226
Year 1 Jan 19 00:00,18.75487768,0,0,14.85,127.2780575,22.81063791
Year 1 Jan 19 01:00,17.66726996,0,0,14.15,94.69220695,22.46933805
Year 1 Jan 19 02:00,16.68383025,0,0,12.95,62.47240049,22.10637347
Year 1 Jan 19 03:00,15.8393453,0,0,12.075,32.21628418,21.72116353
Year 1 Jan 19 04:00,14.62939942,0,0,10.925,2.839201572,21.32342341
Year 1 Jan 19 05:00,15.97350899,0,0,15.7,-25.94530082,20.91692868
Year 1 Jan 19 06:00,16.10621785,0,0,15.6,-54.86473541,20.54761864
Year 1 Jan 19 07:00,15.4922863,0,0,14.1,-70.98259504,20.2356731
Year 1 Jan 19 08:00,14.82314183,4.75,3.5,12.9,-83.06192846,19.96695993
Year 1 Jan 19 09:00,15.48342328,40.25,55.25,14.1,-94.00091322,19.70951674
Year 1 Jan 19 10:00,17.57009433,81,409.25,16.175,-106.4735513,19.48162593
Year 1 Jan 19 11:00,19.64034193,19,1090,19.475,-113.3021989,19.33543885
Year 1 Jan 19 12:00,21.98616649,78.5,942.5,21.675,-112.1002351,19.32166823
Year 1 Jan 19 13:00,24.28934124,180.75,636.25,23.45,-98.13721157,19.4424063
Year 1 Jan 19 14:00,28.82398097,135.5,786,23.975,-74.30673683,19.7018313
Year 1 Jan 19 15:00,34.72221614,132.5,752.75,24.825,-37.47676502,20.11269557
Year 1 Jan 19 16:00,37.91348824,153.75,589,24.875,14.10347123,20.75646178
Year 1 Jan 19 17:00,39.36691807,94,533.75,24.95,79.33255147,21.62959861
Year 1 Jan 19 18:00,30.58918408,69.25,40.75,23.575,157.6724298,22.59795668
Year 1 Jan 19 19:00,25.50553578,0,0,22.2,218.0536415,23.37435504
Year 1 Jan 19 20:00,23.34984454,0,0,20.025,238.3939647,23.7609722
Year 1 Jan 19 21:00,21.95714082,0,0,18.8,227.9847831,23.80080722
Year 1 Jan 19 22:00,20.61806776,0,0,17.4,199.0185051,23.63869039
Year 1 Jan 19 23:00,19.64592812,0,0,17,164.7973422,23.36189607
Year 1 Jan 20 00:00,18.93382409,0,0,16.175,127.1921025,23.03283474
Year 1 Jan 20 01:00,18.40127463,0,0,16.35,92.18388477,22.67664428
Year 1 Jan 20 02:00,17.79514939,0,0,16.425,58.38948868,22.32542038
Year 1 Jan 20 03:00,18.02163399,0,0,17.45,28.51979922,21.98445728
Year 1 Jan 20 04:00,18.1309389,0,0,17.65,1.761698141,21.67121248
Year 1 Jan 20 05:00,15.64235035,0,0,11.3,-15.99477563,21.38557244
Year 1 Jan 20 06:00,13.97785949,0,0,7.85,-25.43532762,21.06416221
Year 1 Jan 20 07:00,12.88780639,0,0,7.4,-45.65623897,20.69578293
Year 1 Jan 20 08:00,12.69654714,7.75,39.25,8.6,-69.99997403,20.27151366
Year 1 Jan 20 09:00,14.05415133,29.25,360.75,11.7,-95.21723285,19.82998861
Year 1 Jan 20 10:00,16.40875446,18,1004,15.75,-121.1431123,19.45925717
Year 1 Jan 20 11:00,18.93054681,0.25,1100,19.95,-137.524679,19.22262441
Year 1 Jan 20 12:00,21.63241977,16.75,1076.25,23.175,-140.4790297,19.15741416
Year 1 Jan 20 13:00,24.53308883,110.25,870.75,25.25,-128.2754076,19.26616434
Year 1 Jan 20 14:00,29.70090892,227.5,522.5,25.925,-101.5079461,19.54088578
Year 1 Jan 20 15:00,35.31650089,169.25,640.75,25.775,-58.67765032,19.99984244
Year 1 Jan 20 16:00,36.4355783,188.25,429.5,25.025,1.785804918,20.70180444
Year 1 Jan 20 17:00,33.5121419,168,209.25,24.2,70.64526669,21.59472675
Year 1 Jan 20 18:00,32.41722786,82.75,173,23.175,138.2751288,22.43870899
Year 1 Jan 20 19:00,25.13056458,0,0,22.225,188.1294244,23.10543321
Year 1 Jan 20 20:00,23.21307043,0,0,21.25,209.4799799,23.49048517
Year 1 Jan 20 21:00,22.04438165,0,0,20.55,201.2983915,23.56410467
Year 1 Jan 20 22:00,21.19523286,0,0,19.95,176.2917637,23.440471
Year 1 Jan 20 23:00,20.56614175,0,0,19.5,145.5352167,23.21823587
Year 1 Jan 21 00:00,20.03434809,0,0,18.875,114.5110396,22.95450539
Year 1 Jan 21 01:00,19.38258892,0,0,18.025,86.10065335,22.6755743
Year 1 Jan 21 02:00,18.75686785,0,0,16.6,60.76386235,22.39238053
Year 1 Jan 21 03:00,17.61022686,0,0,14.7,38.62694794,22.10109624
Year 1 Jan 21 04:00,16.29373475,0,0,12.25,17.89887332,21.79546309
Year 1 Jan 21 05:00,15.78579531,0,0,13.4,-3.907036674,21.45981411
Year 1 Jan 21 06:00,14.97050301,0,0,11.825,-29.62156145,21.11210377
Year 1 Jan 21 07:00,14.52977809,0,0,10.65,-49.53137421,20.74042402
Year 1 Jan 21 08:00,14.1665666,4.5,3,10.275,-69.35896883,20.36667311
Year 1 Jan 21 09:00,14.90875115,25,201.5,12.975,-88.17503045,20.00556666
Year 1 Jan 21 10:00,17.36090446,34.5,852.5,16.375,-108.7521166,19.70422199
Year 1 Jan 21 11:00,19.88520238,9.5,1093.5,20.65,-121.2847338,19.51149577
Year 1 Jan 21 12:00,22.16381855,35.25,1080.5,22.775,-122.7397613,19.48017568
Year 1 Jan 21 13:00,23.85983809,62.5,999.25,24.15,-107.7182144,19.60168515
Year 1 Jan 21 14:00,27.88816598,169.75,688,23.825,-82.84710716,19.85254219
Year 1 Jan 21 15:00,33.09721203,180.25,608.25,24.275,-46.23391677,20.22866479
Year 1 Jan 21 16:00,36.20486701,187.5,467,24.2,1.366465972,20.81018766
Year 1 Jan 21 17:00,38.46188867,126.5,461.25,24.775,60.90362358,21.59568997
Year 1 Jan 21 18:00,34.85187796,79.5,219.75,23.875,131.4377656,22.49544315
Year 1 Jan 21 19:00,26.6155142,0,0,23.2,197.1888396,23.32408399
Year 1 Jan 21 20:00,24.38905926,0,0,21.525,230.0745859,23.84821198
Year 1 Jan 21 21:00,23.21520058,0,0,20.925,228.8198479,23.99950693
Year 1 Jan 21 22:00,22.04430551,0,0,19.85,204.9098953,23.92215924
Year 1 Jan 21 23:00,21.35983326,0,0,19.575,174.6830235,23.71999087
Year 1 Jan 22 00:00,20.42853614,0,0,18.175,141.3181575,23.46349986
Year 1 Jan 22 01:00,19.5380689,0,0,17.475,111.7914724,23.17031489
Year 1 Jan 22 02:00,18.40722532,0,0,16.2,81.49919469,22.86383871
Year 1 Jan 22 03:00,17.8763656,0,0,16.1,53.84397881,22.53346619
Year 1 Jan 22 04:00,17.18043295,0,0,15.075,25.02505433,22.19641551
Year 1 Jan 22 05:00,16.213163,0,0,13.125,0.876899748,21.84856232
Year 1 Jan 22 06:00,15.0979509,0,0,11.25,-21.15401807,21.48968342
Year 1 Jan 22 07:00,14.19605521,0,0,10.8,-43.0683249,21.1133387
Year 1 Jan 22 08:00,14.14337464,7.75,36.75,11.7,-65.86486894,20.71930006
Year 1 Jan 22 09:00,15.69815902,27.75,368,14.625,-89.05192971,20.33129123
Year 1 Jan 22 10:00,18.13618342,14.25,1048.25,18.05,-111.1448673,20.02061127
Year 1 Jan 22 11:00,20.5413928,2.25,1100,21.525,-122.6737189,19.84427687
Year 1 Jan 22 12:00,22.63428162,1.75,1100,23.675,-121.0647208,19.83386302
Year 1 Jan 22 13:00,24.39571378,18.5,1090,25.075,-105.5293037,19.97416201
Year 1 Jan 22 14:00,29.24104706,57.25,1041.5,25.55,-80.01493692,20.23861509
Year 1 Jan 22 15:00,35.25796151,98.25,872.5,26.35,-43.45583272,20.64454659
Year 1 Jan 22 16:00,37.9031838,154.75,607,26.825,8.711102231,21.28356401
Year 1 Jan 22 17:00,42.51894293,75.25,730.75,27.275,73.1796346,22.14942268
Year 1 Jan 22 18:00,39.27178751,74.25,327,26.5,153.0699289,23.16469978
Year 1 Jan 22 19:00,28.70778667,0,0,24.925,232.8054614,24.16088253
Year 1 Jan 22 20:00,25.60574573,0,0,22.325,278.4222857,24.82184718
Year 1 Jan 22 21:00,23.45415253,0,0,20.025,280.583527,25.02917652
Year 1 Jan 22 22:00,22.07484976,0,0,18,254.0076713,24.92553861
Year 1 Jan 22 23:00,21.01686763,0,0,17.125,215.2861424,24.64799054
Year 1 Jan 23 00:00,20.27971997,0,0,16.55,172.0353373,24.29390296
Year 1 Jan 23 01:00,19.81193691,0,0,16.625,130.0513902,23.91197247
Year 1 Jan 23 02:00,19.15273874,0,0,16.325,91.44566541,23.53432088
Year 1 Jan 23 03:00,18.77724211,0,0,15.9,58.59593192,23.16675848
Year 1 Jan 23 04:00,17.86077898,0,0,14.525,29.78137745,22.814145
Year 1 Jan 23 05:00,15.75163053,0,0,11.475,6.20147558,22.46356969
Year 1 Jan 23 06:00,14.51611319,0,0,9.55,-16.00499035,22.07873758
Year 1 Jan 23 07:00,14.39324314,0,0,9.5,-42.82199151,21.64684778
Year 1 Jan 23 08:00,14.53631012,7.5,19.75,10.5,-70.03931028,21.19815743
Year 1 Jan 23 09:00,15.75256049,39.75,204.5,13.425,-94.13548793,20.77796371
Year 1 Jan 23 10:00,18.20033204,53.75,710.75,16.925,-116.5728886,20.44890473
Year 1 Jan 23 11:00,20.50085133,6,1100,20.8,-128.7501583,20.25329349
Year 1 Jan 23 12:00,22.48312086,0,1100,23.45,-128.5099803,20.22381108
Year 1 Jan 23 13:00,24.5051926,27.5,1044.25,25.425,-114.6383133,20.34370717
Year 1 Jan 23 14:00,29.6913193,103,895,26.275,-91.07300881,20.59170319
Year 1 Jan 23 15:00,36.14322028,82,935,27.15,-54.32028186,20.99373613
Year 1 Jan 23 16:00,41.56199037,81.75,865.25,27.25,0.436529747,21.64901253
Year 1 Jan 23 17:00,42.81365411,88.25,628.75,27.2,73.12363319,22.59473714
Year 1 Jan 23 18:00,35.92095116,88.5,133.5,26,162.3600464,23.6982196
Year 1 Jan 23 19:00,28.13936955,0,0,24.475,238.3586746,24.64875178
Year 1 Jan 23 20:00,25.5258341,0,0,22.375,272.7078116,25.19875125
Year 1 Jan 23 21:00,23.65669968,0,0,20.9,267.2236784,25.33265296
Year 1 Jan 23 22:00,22.10236121,0,0,19.325,237.5210395,25.20284746
Year 1 Jan 23 23:00,21.33672661,0,0,18.375,198.7981537,24.92152991
Year 1 Jan 24 00:00,20.49225391,0,0,17,157.3840788,24.56813091
Year 1 Jan 24 01:00,19.69245455,0,0,15.925,118.9619708,24.18688512
Year 1 Jan 24 02:00,18.93580949,0,0,14.425,83.66576653,23.79906968
Year 1 Jan 24 03:00,17.76506452,0,0,13.4,51.85862302,23.40921568
Year 1 Jan 24 04:00,16.34973331,0,0,11.925,21.63756307,23.01740457
Year 1 Jan 24 05:00,16.4832018,0,0,14.125,-7.94753762,22.60511515
Year 1 Jan 24 06:00,15.86103195,0,0,13.125,-39.11183944,22.19992074
Year 1 Jan 24 07:00,15.10348887,0,0,12.05,-61.09430454,21.7987218
Year 1 Jan 24 08:00,14.70580589,6.25,8.75,11.975,-81.3222477,21.40744685
Year 1 Jan 24 09:00,15.64921491,25.5,263.25,14.4,-102.4959174,21.03539459
Year 1 Jan 24 10:00,18.03166232,20.5,986,17.525,-123.2457738,20.71989707
Year 1 Jan 24 11:00,20.53921382,6.25,1100,21.225,-135.4826546,20.51577595
Year 1 Jan 24 12:00,22.96445696,24,1100,23.475,-135.7403762,20.47140618
Year 1 Jan 24 13:00,24.8716221,53.5,1034.25,25.1,-120.6002154,20.5841701
Year 1 Jan 24 14:00,29.22083221,171.5,704.25,25.575,-95.08392738,20.83751481
Year 1 Jan 24 15:00,33.75632033,267.25,412.25,26.575,-57.66519736,21.23080199
Year 1 Jan 24 16:00,40.56227966,114.25,751.25,27.05,-8.489256703,21.8247248
Year 1 Jan 24 17:00,45.07449098,77.75,735,27.475,56.29521315,22.68161823
Year 1 Jan 24 18:00,40.42648926,64,378.25,26.25,144.5706462,23.77117557
Year 1 Jan 24 19:00,28.82176793,0,0,24.3,234.7259755,24.85497321
Year 1 Jan 24 20:00,25.55253476,0,0,21.25,284.3749933,25.5453197
Year 1 Jan 24 21:00,23.42270635,0,0,18.975,285.3539872,25.72978842
Year 1 Jan 24 22:00,21.6042338,0,0,17,254.7600374,25.58356107
Year 1 Jan 24 23:00,20.40723536,0,0,16.425,211.9110386,25.25209356
Year 1 Jan 25 00:00,19.64991241,0,0,16.025,162.6849088,24.83726943
Year 1 Jan 25 01:00,19.24228236,0,0,16.65,115.6472827,24.39039042
Year 1 Jan 25 02:00,18.84329427,0,0,16.825,72.17734328,23.95515245
Year 1 Jan 25 03:00,18.70675869,0,0,17.25,35.7816523,23.54398879
Year 1 Jan 25 04:00,18.43281952,0,0,16.425,5.015725003,23.16859585
Year 1 Jan 25 05:00,17.06198046,0,0,12.575,-17.4481278,22.81776136
Year 1 Jan 25 06:00,15.80143891,0,0,10.5,-34.47100325,22.46283824
Year 1 Jan 25 07:00,15.07212979,0,0,11.025,-55.21380421,22.09203994
Year 1 Jan 25 08:00,15.28874183,8,45.5,12.425,-77.26078226,21.69936998
Year 1 Jan 25 09:00,17.26274336,31.75,364.75,16.325,-100.5480001,21.32422395
Year 1 Jan 25 10:00,19.85278848,23.25,959.75,20.65,-121.7385196,21.04444427
Year 1 Jan 25 11:00,22.42226823,1.25,1100,25.225,-131.0424409,20.91729571
Year 1 Jan 25 12:00,24.98579652,17.25,1087,27.675,-127.3880159,20.96889616
Year 1 Jan 25 13:00,27.46079862,87.5,949.5,29,-106.9226224,21.17618836
Year 1 Jan 25 14:00,32.18293842,195.75,624.5,28.625,-74.26625955,21.5243188
Year 1 Jan 25 15:00,36.77886993,214.75,522,28.625,-28.49491031,22.02174383
Year 1 Jan 25 16:00,39.99201246,186,491,28.1,28.87540458,22.72655479
Year 1 Jan 25 17:00,40.66625059,131,423.75,27.975,96.14743715,23.619535
Year 1 Jan 25 18:00,34.30873941,82.5,92.25,26.575,172.9340386,24.56930972
Year 1 Jan 25 19:00,28.44961857,0,0,25.125,233.1249671,25.3496655
Year 1 Jan 25 20:00,26.1009794,0,0,22.7,256.2977646,25.7746741
Year 1 Jan 25 21:00,24.3854091,0,0,21.025,248.596192,25.85603633
Year 1 Jan 25 22:00,22.81358074,0,0,18.9,220.9900925,25.71985415
Year 1 Jan 25 23:00,21.41370675,0,0,17.475,186.9314785,25.44673236
Year 1 Jan 26 00:00,19.61858811,0,0,15.325,148.4169529,25.09642835
Year 1 Jan 26 01:00,18.50571104,0,0,13.95,110.5468145,24.68049707
Year 1 Jan 26 02:00,17.8853856,0,0,12.425,70.12455865,24.22508559
Year 1 Jan 26 03:00,17.3563129,0,0,12.15,32.44209286,23.75329306
Year 1 Jan 26 04:00,16.74231261,0,0,11.525,-2.713514066,23.29766555
Year 1 Jan 26 05:00,16.65375808,0,0,13.325,-32.75356416,22.85916447
Year 1 Jan 26 06:00,16.2094284,0,0,12.95,-60.04528178,22.45335585
Year 1 Jan 26 07:00,15.40006638,0,0,12.525,-79.61114788,22.06624572
Year 1 Jan 26 08:00,15.56235115,7.5,20.5,13.325,-99.21623254,21.70326051
Year 1 Jan 26 09:00,17.09763089,35.25,245.5,16.375,-118.5855619,21.36729479
Year 1 Jan 26 10:00,20.24509964,38.25,827,20.675,-135.6012551,21.11177108
Year 1 Jan 26 11:00,22.99622416,0,1100,25.7,-142.8903418,21.00391346
Year 1 Jan 26 12:00,25.89215495,0.75,1100,29.475,-137.1334084,21.08800943
Year 1 Jan 26 13:00,28.82638304,10.75,1100,31.725,-115.0903171,21.34808893
Year 1 Jan 26 14:00,33.65530049,63.75,1008,31.75,-78.02165078,21.76021956
Year 1 Jan 26 15:00,36.69009523,182,619.5,30.55,-26.29374743,22.3314744
Year 1 Jan 26 16:00,35.35371346,250.75,250.25,28.325,36.00626953,23.07719295
Year 1 Jan 26 17:00,32.64946004,167.75,124.25,26.125,98.21428712,23.87616825
Year 1 Jan 26 18:00,28.17470627,62.25,24,23.725,151.58431,24.52802795
Year 1 Jan 26 19:00,24.84222875,0,0,21.975,179.7977562,24.92745765
Year 1 Jan 26 20:00,23.1303222,0,0,20.4,180.0298288,25.04690757
Year 1 Jan 26 21:00,22.12772892,0,0,19.4,161.4985289,24.94652514
Year 1 Jan 26 22:00,21.02963607,0,0,18.3,133.248285,24.71705602
Year 1 Jan 26 23:00,19.98468635,0,0,17.55,102.4552371,24.42007312
Year 1 Jan 27 00:00,19.2010133,0,0,16.575,70.91076008,24.0852175
Year 1 Jan 27 01:00,18.58963013,0,0,16.075,40.50020235,23.72749674
Year 1 Jan 27 02:00,18.44991822,0,0,15.55,11.49000679,23.36601223
Year 1 Jan 27 03:00,18.25901306,0,0,15.475,-13.86229571,23.01394763
Year 1 Jan 27 04:00,17.94054357,0,0,14.9,-35.26817093,22.68825514
Year 1 Jan 27 05:00,17.80408152,0,0,16.125,-52.26633005,22.38482445
Year 1 Jan 27 06:00,17.50899092,0,0,15.775,-68.15180545,22.11006038
Year 1 Jan 27 07:00,17.30399931,0,0,15.725,-80.20398497,21.85274973
Year 1 Jan 27 08:00,17.64127616,7.75,21.25,16.7,-91.86557908,21.61606097
Year 1 Jan 27 09:00,19.32796144,33.5,270.75,19.475,-102.6482582,21.41099693
Year 1 Jan 27 10:00,22.32566074,48.75,827,22.85,-110.8710446,21.28166866
Year 1 Jan 27 11:00,25.41157937,58,893,26.175,-109.4787569,21.28487466
Year 1 Jan 27 12:00,27.2129075,74.75,936.25,27.825,-94.84459312,21.46156229
Year 1 Jan 27 13:00,28.98099545,257.25,438.5,28.25,-65.52965401,21.77994486
Year 1 Jan 27 14:00,30.64763086,285.25,398.25,27.175,-28.25800118,22.19674852
Year 1 Jan 27 15:00,32.14348763,303.5,310.5,26.05,12.84468964,22.67710563
Year 1 Jan 27 16:00,31.50250396,255.5,212.5,24.75,53.10971518,23.21212826
Year 1 Jan 27 17:00,30.04636496,176,142.25,24.1,94.47818657,23.7269016
Year 1 Jan 27 18:00,28.32250673,84.75,93.75,23.175,125.4688249,24.15695688
