1,"Building 1.eso"

"Date/Time","[1] Surface Outside Face Temperature  (C)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"BLOCK1:ZONE1_WALL_3_0_0","Environment","BLOCK1:ZONE1_WALL_3_0_0","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Dec 21 14:00","34.6787335521622","28.325","21.7396548088204","577.5","185.75","-50.9413966640142"
"Year 1 Dec 21 15:00","35.7979388465635","28.175","22.3330262033042","255.75","236.25","-0.546027428736894"
"Year 1 Dec 21 16:00","34.6796775651845","27.5","23.0920307127605","114","168.5","57.2077481493594"
"Year 1 Dec 21 17:00","35.7929215141368","26.025","23.8407948944226","152","102.25","115.90002229108"
"Year 1 Dec 21 18:00","29.28314529866","23.8","24.5120560275669","11.5","17","168.924346588663"
"Year 1 Dec 21 19:00","25.4553303694301","20.875","24.9929635770417","0","0","204.350438907319"
"Year 1 Dec 21 20:00","23.0951927082955","18.075","25.1572196254214","0","0","210.573075068625"
"Year 1 Dec 21 21:00","21.3383920577729","15.9","25.0544588599924","0","0","193.490147746566"
"Year 1 Dec 21 22:00","20.3833646961241","15.025","24.7811436500958","0","0","162.098648632659"
"Year 1 Dec 21 23:00","19.7216509426001","15.275","24.4233883197789","0","0","123.385046947891"
"Year 1 Dec 22 00:00","19.4726522717894","16.3","24.0413628084294","0","0","83.7007025648026"
"Year 1 Dec 22 01:00","19.1171321099978","16.975","23.6689452704439","0","0","47.2935261673271"
"Year 1 Dec 22 02:00","18.9431681821696","16.725","23.3180344904681","0","0","17.2532812640658"
"Year 1 Dec 22 03:00","18.0711174068491","15.175","22.9889607658321","0","0","-6.62673859559394"
"Year 1 Dec 22 04:00","17.2042441168315","13.05","22.6702309784493","0","0","-25.4937538437289"
"Year 1 Dec 22 05:00","16.4175957037749","12.875","22.3436709320385","0","0","-43.2513532476895"
"Year 1 Dec 22 06:00","15.9426645800977","12.925","22.0095781905727","0","0","-62.138283787767"
"Year 1 Dec 22 07:00","16.268835411541","13.875","21.6666720892157","0","0","-79.9486151656886"
"Year 1 Dec 22 08:00","17.1473709292687","15.85","21.3526870243879","79.75","15.25","-98.669012657677"
"Year 1 Dec 22 09:00","19.4133098054885","19.025","21.1019600172899","491.25","52.5","-113.822055982431"
"Year 1 Dec 22 10:00","21.7494033758468","22.375","20.9642387049948","1031","21.75","-122.051185412373"
"Year 1 Dec 22 11:00","24.1808771950323","25.45","20.973606991819","1100","7.25","-118.853282198002"
"Year 1 Dec 22 12:00","26.2148032932104","27.4","21.1366207837425","1100","9.75","-104.327779567728"
"Year 1 Dec 22 13:00","29.0729152528587","28.475","21.4282573791204","1023.75","35","-77.7006672867493"
"Year 1 Dec 22 14:00","33.6466461115375","28.475","21.8335673701944","788.25","120.25","-42.0886145116462"
"Year 1 Dec 22 15:00","36.8005444802861","28.1","22.3913672653566","642.5","135.75","5.16033042395958"
"Year 1 Dec 22 16:00","35.6726353062283","27.025","23.1246865298752","300.75","175.5","60.9245674458735"
"Year 1 Dec 22 17:00","35.4826548788617","25.575","23.8945247089603","307.25","88.25","122.483204481087"
"Year 1 Dec 22 18:00","27.0335810224255","23.325","24.5858729063463","7","14.5","177.174834251639"
"Year 1 Dec 22 19:00","23.963732106559","20.825","25.0191434063758","0","0","207.728975914324"
"Year 1 Dec 22 20:00","22.2586155892734","18.25","25.0952020050429","0","0","204.287530615174"
"Year 1 Dec 22 21:00","20.8756838490457","16.4","24.9146307642939","0","0","180.118537206601"
"Year 1 Dec 22 22:00","19.7414504570671","15.25","24.5986072001219","0","0","145.320132721176"
"Year 1 Dec 22 23:00","19.1081968575815","15","24.2156940461166","0","0","106.939183944744"
"Year 1 Dec 23 00:00","18.6721637407665","15","23.8124790218159","0","0","68.2738841995442"
"Year 1 Dec 23 01:00","17.9237942431778","15.15","23.4142835686046","0","0","33.5053037356658"
"Year 1 Dec 23 02:00","17.1110097634198","14.9","23.0303989607858","0","0","2.84142987910805"
"Year 1 Dec 23 03:00","16.3992402595565","14.5","22.6498758963147","0","0","-24.0311686627797"
"Year 1 Dec 23 04:00","15.6875484676359","13.65","22.2673836098826","0","0","-48.2398072307496"
"Year 1 Dec 23 05:00","14.9591602613411","11.45","21.8777500254237","0","0","-69.2085641718229"
"Year 1 Dec 23 06:00","14.8055944853115","11.325","21.4804020906604","0","0","-87.9901382473048"
"Year 1 Dec 23 07:00","15.226914271528","13.3","21.1067123093978","0","0","-109.118227640764"
"Year 1 Dec 23 08:00","16.2784300679474","16.225","20.780028331733","188.75","7","-128.704562929296"
"Year 1 Dec 23 09:00","18.879382487647","19.7","20.5311076766138","841.25","24.25","-143.666972963393"
"Year 1 Dec 23 10:00","21.2114091518558","22.85","20.4056986510735","1100","10.25","-149.626482835854"
"Year 1 Dec 23 11:00","23.4903072501367","25.25","20.4338128291631","1100","8.5","-142.657543298118"
"Year 1 Dec 23 12:00","25.4581566936604","26.625","20.6098949107401","1067.5","38.75","-123.773859302802"
"Year 1 Dec 23 13:00","28.4414986985685","27.35","20.9066784733839","927.25","83.5","-93.9812730337378"
"Year 1 Dec 23 14:00","33.6443465452178","27.575","21.3170794384602","748.5","131.5","-56.7117479766131"
"Year 1 Dec 23 15:00","36.2610825639629","27.6","21.8908783404873","490","172.75","-7.49297751723677"
"Year 1 Dec 23 16:00","34.8895425554297","27","22.6494380496054","216","180.25","50.3427830739529"
"Year 1 Dec 23 17:00","35.4628628527062","25.75","23.43357146761","271.75","94","111.882255597977"
"Year 1 Dec 23 18:00","27.4407552558344","23.45","24.1390061050111","8","15.5","167.679842710052"
"Year 1 Dec 23 19:00","24.0486633500464","20.7","24.6068228414241","0","0","201.861857998405"
"Year 1 Dec 23 20:00","21.9008644717894","17.9","24.7237026881917","0","0","203.038901120514"
"Year 1 Dec 23 21:00","20.11932523514","16","24.5699049979432","0","0","181.718759577785"
"Year 1 Dec 23 22:00","18.7136749720809","15.075","24.2566113881452","0","0","146.851165125953"
"Year 1 Dec 23 23:00","17.73630876735","15.125","23.8550904847735","0","0","105.843620389909"
"Year 1 Dec 24 00:00","17.2058553168778","15.275","23.4140456234868","0","0","63.2841014646159"
"Year 1 Dec 24 01:00","16.834024177038","15.15","22.9637229636593","0","0","24.2104948915545"
"Year 1 Dec 24 02:00","16.3158877581828","14.275","22.5269750100737","0","0","-9.3503115308916"
"Year 1 Dec 24 03:00","15.7295501721911","12.95","22.1090895954164","0","0","-36.8192096650181"
"Year 1 Dec 24 04:00","15.1422175615256","11.55","21.7060740213738","0","0","-59.7636499838406"
"Year 1 Dec 24 05:00","15.0004734107583","11.65","21.3123911073521","0","0","-79.4673873749126"
"Year 1 Dec 24 06:00","14.7480598908558","11.875","20.94441942739","0","0","-99.3002328065627"
"Year 1 Dec 24 07:00","14.8950834365763","13.025","20.6053747788264","0","0","-116.348418065369"
"Year 1 Dec 24 08:00","15.7085087690245","15.05","20.3063834487666","39.25","15","-131.985639331864"
"Year 1 Dec 24 09:00","18.1901894968834","18.15","20.0670897876914","269.25","66.25","-144.262293703166"
"Year 1 Dec 24 10:00","21.1338803663616","21.475","19.9375800499526","728","70.25","-149.764989484863"
"Year 1 Dec 24 11:00","23.6248731851264","24.775","19.9677600791106","1095.5","20","-142.943483086248"
"Year 1 Dec 24 12:00","25.5931509087457","27.1","20.169206055684","1100","7.25","-123.809680289667"
"Year 1 Dec 24 13:00","29.1141871615342","28.65","20.5060128231827","1047.25","40.75","-93.3215192173486"
"Year 1 Dec 24 14:00","33.918065479153","29.15","20.965941676671","814.75","111.75","-53.637628023584"
"Year 1 Dec 24 15:00","36.7902172505581","29.05","21.5924864198107","569.75","160.5","-0.86956458448439"
"Year 1 Dec 24 16:00","37.1916910407057","27.875","22.3974299285417","429","142","59.5210378419222"
"Year 1 Dec 24 17:00","33.359442743248","26.075","23.2584183783188","163","104.75","128.134183975588"
"Year 1 Dec 24 18:00","27.5293692393779","23.35","23.9927625650867","15.5","19","186.138499292465"
"Year 1 Dec 24 19:00","23.7235542886554","20.5","24.434406909323","0","0","217.067537497036"
"Year 1 Dec 24 20:00","21.5100800584774","17.7","24.5280635932974","0","0","214.943091945357"
"Year 1 Dec 24 21:00","19.8890216324539","15.8","24.3539096133149","0","0","190.767349836764"
"Year 1 Dec 24 22:00","18.6848561925437","14.65","24.0233219643449","0","0","153.868982722186"
"Year 1 Dec 24 23:00","18.1576620169777","14.4","23.6125003299726","0","0","112.442915449841"
"Year 1 Dec 25 00:00","17.6635761704326","14.25","23.1778982828147","0","0","70.9205833247026"
"Year 1 Dec 25 01:00","17.2034180016814","14.125","22.7510278683554","0","0","34.1317928973446"
"Year 1 Dec 25 02:00","16.8675218002762","13.575","22.3448040726811","0","0","2.40439412609063"
"Year 1 Dec 25 03:00","16.2961186299017","13.025","21.9601344166499","0","0","-23.8876495245241"
"Year 1 Dec 25 04:00","15.8634103599724","12.225","21.595957370359","0","0","-46.0968744183042"
"Year 1 Dec 25 05:00","15.07213166314","12.6","21.2422628437884","0","0","-64.8645586753056"
"Year 1 Dec 25 06:00","14.8358023843241","13.25","20.9014676434769","0","0","-83.4527583195742"
"Year 1 Dec 25 07:00","15.4529670057611","14.75","20.5742969735608","0","0","-102.013362362747"
"Year 1 Dec 25 08:00","16.6780331108595","16.85","20.2871062554188","117.75","12","-118.926583613943"
"Year 1 Dec 25 09:00","19.0181124217744","19.725","20.0765009475231","513","55.75","-130.513589743251"
"Year 1 Dec 25 10:00","21.7647520744525","22.45","19.9870221645912","754.25","63.5","-133.762945759717"
"Year 1 Dec 25 11:00","23.8538684403194","24.825","20.048790811005","1100","15.5","-124.562858232267"
"Year 1 Dec 25 12:00","25.3513667371199","26.075","20.2624253346958","1026.75","38","-103.915768502132"
"Year 1 Dec 25 13:00","27.9745167361855","26.525","20.5829100037856","824.25","113.75","-73.5849315259753"
"Year 1 Dec 25 14:00","31.9633981984437","26","20.9924619381261","845.5","103.25","-37.1097445927988"
"Year 1 Dec 25 15:00","33.70849394815","25.2","21.5253906192941","613.5","140.25","8.15994421723531"
"Year 1 Dec 25 16:00","30.5553088142351","23.875","22.1884020520257","173.25","184","58.5677676475212"
"Year 1 Dec 25 17:00","28.5466568222566","22.375","22.8066987866771","97.75","103.25","108.718074528764"
"Year 1 Dec 25 18:00","24.9623323997802","20.425","23.2561876795107","20","20.5","142.669966612381"
"Year 1 Dec 25 19:00","21.9169812169327","18.475","23.4887578171406","0","0","157.198616955623"
"Year 1 Dec 25 20:00","20.5517402367409","16.5","23.4797226538272","0","0","150.363175463083"
"Year 1 Dec 25 21:00","19.1475881178781","15.175","23.2876452127017","0","0","129.272631980698"
"Year 1 Dec 25 22:00","17.9628637504816","14.3","22.9944574417916","0","0","99.8759845951344"
"Year 1 Dec 25 23:00","16.8286329216871","14.025","22.6406765706527","0","0","67.0200051324739"
"Year 1 Dec 26 00:00","16.0454419086299","13.7","22.2512406540755","0","0","33.2647779918255"
"Year 1 Dec 26 01:00","15.8636515875336","13.525","21.8402130027177","0","0","1.09255881182725"
"Year 1 Dec 26 02:00","15.5506101628087","13.125","21.4323318707941","0","0","-27.9677987406098"
"Year 1 Dec 26 03:00","15.0411040838675","12.85","21.0448991857116","0","0","-51.8693934336238"
"Year 1 Dec 26 04:00","14.7742427317032","12.575","20.6772141640106","0","0","-71.5775664148169"
"Year 1 Dec 26 05:00","14.2682241415125","11.225","20.3323969970139","0","0","-89.6638109476626"
"Year 1 Dec 26 06:00","13.896079321449","10.65","19.999655994006","0","0","-104.088077209836"
"Year 1 Dec 26 07:00","13.6637272507121","11.125","19.6821066388207","0","0","-118.348657808717"
"Year 1 Dec 26 08:00","13.7963172148827","12.275","19.3828773532911","4.5","9.5","-131.922432104616"
"Year 1 Dec 26 09:00","15.3095193237801","14.025","19.1120803594603","131.5","54.75","-144.13720874742"
"Year 1 Dec 26 10:00","17.4827138916806","16.075","18.9034669029437","562.5","98","-152.262941447278"
"Year 1 Dec 26 11:00","19.2826724956946","18.1","18.807199244186","816.75","87.25","-151.559880541222"
"Year 1 Dec 26 12:00","21.0714853295501","19.875","18.8384305847776","826.5","103.5","-140.881051856296"
"Year 1 Dec 26 13:00","24.0310405637721","21.275","18.9866957798474","970.5","71.5","-121.475432582628"
"Year 1 Dec 26 14:00","29.7408850505805","22.2","19.2530434359982","791.5","119","-93.6283148582687"
"Year 1 Dec 26 15:00","33.3377115257118","22.55","19.7084400893259","584","156.75","-51.8940766864114"
"Year 1 Dec 26 16:00","35.0757344220924","22.15","20.3864711760614","458.25","142.5","4.85286982125032"
"Year 1 Dec 26 17:00","33.4551480232827","20.95","21.2127993295898","310.5","94.5","68.3535306262329"
"Year 1 Dec 26 18:00","25.4843313137206","19.025","22.004791400974","27","22.5","135.50887690971"
"Year 1 Dec 26 19:00","20.8400505812758","16.7","22.5418017279907","0","0","177.535980039046"
"Year 1 Dec 26 20:00","18.7214341695683","14.525","22.6742272692097","0","0","182.140538831595"
"Year 1 Dec 26 21:00","17.0961373428127","13.025","22.4924912503151","0","0","159.526262586349"
"Year 1 Dec 26 22:00","15.8454058401053","12.325","22.1377384435444","0","0","122.552194807772"
"Year 1 Dec 26 23:00","15.2053519647029","12.35","21.6989824074329","0","0","80.1819020825849"
"Year 1 Dec 27 00:00","14.9775818933864","12.775","21.2320693719705","0","0","38.1279695351414"
"Year 1 Dec 27 01:00","14.9589079024659","13.125","20.7761580829815","0","0","0.760428578456188"
"Year 1 Dec 27 02:00","14.9616733397175","13.05","20.3547381323557","0","0","-29.6809690635172"
"Year 1 Dec 27 03:00","14.7395205540153","12.55","19.9759065645695","0","0","-52.6709869053251"
"Year 1 Dec 27 04:00","14.1611599130253","11.725","19.636596416724","0","0","-70.0272546141506"
"Year 1 Dec 27 05:00","13.1013818045104","9.775","19.3240554111406","0","0","-84.687121622939"
"Year 1 Dec 27 06:00","12.4285418337496","9.425","19.0055691805698","0","0","-97.325131265809"
"Year 1 Dec 27 07:00","12.1614799001513","10.025","18.6790596311358","0","0","-112.99170129488"
"Year 1 Dec 27 08:00","12.6082445090382","11.25","18.3526834040382","50.5","14.5","-128.921679225135"
"Year 1 Dec 27 09:00","14.0992538059713","12.8","18.0553797885785","340","58.75","-143.533286758587"
"Year 1 Dec 27 10:00","15.9425485957077","14.7","17.8293418310314","793.75","60.75","-152.575978814292"
"Year 1 Dec 27 11:00","17.6806488189944","16.55","17.7134461317036","936.75","58.5","-153.189769493386"
"Year 1 Dec 27 12:00","19.2542339156145","18.35","17.7192141628703","1000","58","-144.209214380999"
"Year 1 Dec 27 13:00","22.125182568454","19.85","17.8365857248831","975.75","70","-127.291168515974"
"Year 1 Dec 27 14:00","28.5926867271581","20.95","18.067039059143","913.25","84.25","-102.247730712315"
"Year 1 Dec 27 15:00","32.6732541129748","21.35","18.4985875978331","653.5","136.5","-62.1923154358318"
"Year 1 Dec 27 16:00","32.6839694014695","21.1","19.1822639818436","400","153.5","-4.21473248074996"
"Year 1 Dec 27 17:00","30.8683859931918","20.1","20.0131642747969","252.75","101.5","58.7475734029663"
"Year 1 Dec 27 18:00","24.9047043255849","18.525","20.7677552886926","40.5","24.5","121.327096442719"
"Year 1 Dec 27 19:00","20.4713403009092","16.45","21.2861142853481","0","0","161.015712149261"
"Year 1 Dec 27 20:00","18.5998068145293","14.325","21.446752310436","0","0","168.365511994941"
"Year 1 Dec 27 21:00","16.9579881047511","12.45","21.321481039376","0","0","152.026102752937"
"Year 1 Dec 27 22:00","15.4801924665417","11.1","21.0297371209144","0","0","122.691440197156"
"Year 1 Dec 27 23:00","14.3101397976651","10.35","20.6460991888279","0","0","86.7156971821045"
"Year 1 Dec 28 00:00","13.4865898247528","10.2","20.2102506906258","0","0","48.8108411576471"
"Year 1 Dec 28 01:00","12.9509741816265","10.2","19.7527438089645","0","0","11.7390795444267"
"Year 1 Dec 28 02:00","12.5161016147896","10.2","19.2950263271564","0","0","-21.7743732095973"
"Year 1 Dec 28 03:00","12.0677085113405","9.9","18.8514998414925","0","0","-50.5046717883624"
"Year 1 Dec 28 04:00","11.7997652787429","9.575","18.4247795575263","0","0","-73.9487881980435"
"Year 1 Dec 28 05:00","10.8368064966185","7.175","18.0247161568649","0","0","-94.8569393493915"
"Year 1 Dec 28 06:00","10.1175378743053","6.325","17.6306177163809","0","0","-110.970613278109"
"Year 1 Dec 28 07:00","10.1337451924134","7.575","17.2445244247405","0","0","-129.517240676642"
"Year 1 Dec 28 08:00","11.0929202321579","9.65","16.8786609419557","159.25","8.75","-148.603148545213"
"Year 1 Dec 28 09:00","13.5259534807171","13.125","16.5688492601603","690.75","38","-164.699787381989"
"Year 1 Dec 28 10:00","16.285980775814","16.575","16.3786918806594","909","42.5","-173.885969734486"
"Year 1 Dec 28 11:00","18.9426465546271","19.95","16.3493475353145","1085","26","-169.853570110417"
"Year 1 Dec 28 12:00","20.6576405152625","21.85","16.4941877362126","1088","25","-152.780915595355"
"Year 1 Dec 28 13:00","23.63298662546","22.95","16.7765334513632","898.5","96","-123.667551171586"
"Year 1 Dec 28 14:00","28.6174311963764","23.05","17.1711065129053","475.25","219.5","-86.3755717685412"
"Year 1 Dec 28 15:00","33.063404411636","23.225","17.7295370087128","479.25","176.25","-37.3176279496868"
"Year 1 Dec 28 16:00","31.457364386875","22.775","18.4974943712328","184.5","184.25","23.6538672534355"
"Year 1 Dec 28 17:00","31.5756304644588","22.15","19.3520905495315","209.5","103.5","86.1783104906551"
"Year 1 Dec 28 18:00","24.6557639605173","20.425","20.1230209782309","14","19.5","146.481868152258"
"Year 1 Dec 28 19:00","20.9750151081946","18.475","20.6605486247389","0","0","185.452334303953"
"Year 1 Dec 28 20:00","18.8755808599399","16.05","20.8553102975629","0","0","192.222493898387"
"Year 1 Dec 28 21:00","17.3779512404655","14.35","20.7734041802835","0","0","176.400549611489"
"Year 1 Dec 28 22:00","16.0627892116087","12.8","20.5237574547373","0","0","147.749912309331"
"Year 1 Dec 28 23:00","15.2165202989396","11.95","20.1798546652809","0","0","113.935527523545"
"Year 1 Dec 29 00:00","14.234344168611","10.75","19.7908777098519","0","0","78.3893988688772"
"Year 1 Dec 29 01:00","13.2465576149091","9.725","19.3792717207991","0","0","45.1851846552813"
"Year 1 Dec 29 02:00","12.2491685459498","8.375","18.9557406368796","0","0","13.5039570543883"
"Year 1 Dec 29 03:00","11.2130871974034","7.55","18.5181331337069","0","0","-15.7432876646833"
"Year 1 Dec 29 04:00","10.480369766742","6.65","18.0700950484515","0","0","-44.0394025191981"
"Year 1 Dec 29 05:00","10.4961927691038","8.35","17.6110580106786","0","0","-70.0012854870061"
