1,"eplusout.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Convection Heat Transfer Coefficient  (W/m2-K)","[1] Surface Outside Face Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Apr 04 13:00","74","1069.75","33.025","27.3891222674901","8.07855379972315","33.8362408965333","-27.6166981976552"
"Year 1 Apr 04 14:00","108.5","980.75","33.825","27.7774538653398","9.45177382863092","34.7694108121772","3.70771431402276"
"Year 1 Apr 04 15:00","184.5","759.25","34.225","28.1941738123914","12.3293765750472","35.2472517879636","34.7194532122025"
"Year 1 Apr 04 16:00","133.75","780.75","33.925","28.6203225240345","11.179852469361","35.0445767137545","63.4254684083861"
"Year 1 Apr 04 17:00","146.75","507.25","33.05","29.0110307518669","7.80306164244606","34.5018141983537","90.8637882437156"
"Year 1 Apr 04 18:00","112.5","132.25","31.45","29.3402668088665","4.6698347134634","33.0706211800622","113.029835875003"
"Year 1 Apr 04 19:00","10.5","2","29.65","29.5776209864819","2.31607323205037","30.8116348713452","127.576006931365"
"Year 1 Apr 04 20:00","0","0","27.85","29.6916385035744","1.7314519729203","29.278227555682","130.903927458054"
"Year 1 Apr 04 21:00","0","0","26.575","29.6751107587699","2.84352573158156","28.2500236706141","123.000231212639"
"Year 1 Apr 04 22:00","0","0","25.625","29.5604224130085","4.55650706869243","27.2897508382944","106.713766715853"
"Year 1 Apr 04 23:00","0","0","25.1","29.3811744539897","5.29457454987299","26.5594439425987","86.198111046662"
"Year 1 Apr 05 00:00","0","0","24.55","29.1636460381304","4.80073129695325","25.8994496206355","63.4778215439557"
"Year 1 Apr 05 01:00","0","0","23.875","28.9219895840258","3.52195549791888","25.3758201826379","41.2395487741672"
"Year 1 Apr 05 02:00","0","0","23.025","28.6687518476974","1.81511606205059","24.7888199637901","19.9358469946844"
"Year 1 Apr 05 03:00","0","0","22.275","28.4093185024385","2.1676962807719","24.4364680715565","0.36500302256905"
"Year 1 Apr 05 04:00","0","0","21.725","28.1484244217397","4.09164137610948","23.7718390552042","-17.7431760214012"
"Year 1 Apr 05 05:00","0","0","20.1","27.8866438270272","6.17721746377137","22.7405992828053","-34.0810801206044"
"Year 1 Apr 05 06:00","0","0","20.35","27.6072770654252","8.5205872803386","22.2230045034083","-49.3015814270741"
"Year 1 Apr 05 07:00","13","48.5","22.025","27.3153619602491","10.7057927681908","22.7560273647764","-66.5575215858211"
"Year 1 Apr 05 08:00","48.5","379.5","24.375","27.0493505559653","10.4533078904269","24.8290241592087","-84.8712501530087"
"Year 1 Apr 05 09:00","32.5","977","26.875","26.865747662635","9.76330020595128","27.1699753721577","-97.0738145669494"
"Year 1 Apr 05 10:00","15.5","1100","29.075","26.817576298665","9.57549872372945","28.9179355267837","-98.0644527518184"
"Year 1 Apr 05 11:00","25","1098.5","30.95","26.908415432861","9.58674062711851","30.8044202111717","-87.4943529601281"
"Year 1 Apr 05 12:00","76.5","1054.25","32.45","27.1180475099151","9.70365942324345","32.6480596341234","-68.0271244376397"
"Year 1 Apr 05 13:00","155.25","885","33.775","27.426543897455","9.95457923996209","34.0697006817303","-40.9108461419629"
"Year 1 Apr 05 14:00","202","776.25","34.775","27.8117066105207","9.92142931933671","35.5793020535449","-9.12589719866859"
"Year 1 Apr 05 15:00","154.25","822.75","35.375","28.2517596096926","9.52721712169737","36.0704047370746","24.8828052283471"
"Year 1 Apr 05 16:00","198.75","604","35.2","28.7233921113583","8.9068837094279","36.1923486402446","57.6428562725708"
"Year 1 Apr 05 17:00","139.75","555","34.275","29.1746988717406","8.29651678105143","35.3506843978251","89.4570151126317"
"Year 1 Apr 05 18:00","114.25","243.75","32.65","29.560378553971","7.73124338013201","33.7868110145224","116.396064410819"
"Year 1 Apr 05 19:00","24.5","51","30.775","29.8427431004366","7.79892791811353","31.6070799185932","134.281579730473"
"Year 1 Apr 05 20:00","0","0","29.025","29.991671391392","8.50947091097937","29.7299114765136","139.867310064005"
"Year 1 Apr 05 21:00","0","0","27.85","29.9974573824782","9.63910340224142","28.6048508422595","132.409512768751"
"Year 1 Apr 05 22:00","0","0","27.225","29.8929078610488","9.4077930486944","27.8952226596871","115.104598652099"
"Year 1 Apr 05 23:00","0","0","26.875","29.7222516148569","8.14339688416929","27.393447206236","93.07992469466"
"Year 1 Apr 06 00:00","0","0","26.275","29.5195984416717","5.89346712154574","27.0232312423645","70.3921473713659"
"Year 1 Apr 06 01:00","0","0","25.125","29.3040016043629","3.39511358683343","26.3471000540522","49.6178440172399"
"Year 1 Apr 06 02:00","0","0","23.45","29.078869661538","1.89900960654774","25.3558227684399","31.4436275640102"
"Year 1 Apr 06 03:00","0","0","21.575","28.836158052761","2.03520537380849","24.344897892551","13.9028022919109"
"Year 1 Apr 06 04:00","0","0","20.125","28.5643254860033","3.51460920237832","23.4291855735767","-4.21080718761758"
"Year 1 Apr 06 05:00","0","0","20.1","28.2652887220247","7.2078619504409","22.4628055257947","-24.0303128678544"
"Year 1 Apr 06 06:00","0","0","21.025","27.9454188790633","9.45286525145266","22.3205885578037","-45.6881775892757"
"Year 1 Apr 06 07:00","6.25","188.75","23.175","27.6169866756661","10.0912918758808","23.2617279695557","-66.6646003060412"
"Year 1 Apr 06 08:00","25.5","822","26.2","27.3402357118549","9.64870665986519","25.683431753907","-87.4911860047594"
"Year 1 Apr 06 09:00","21","1042.25","29.325","27.1745463265832","8.18493321167869","28.1290606292178","-100.07752862958"
"Year 1 Apr 06 10:00","7","1100","31.9","27.1647525156513","6.98226310083554","30.3152041437545","-99.8937422999417"
"Year 1 Apr 06 11:00","27.25","1100","33.625","27.3079443046989","6.63085635888239","32.5351358528707","-86.5770062112484"
"Year 1 Apr 06 12:00","55.5","1098.25","34.675","27.5797642111212","8.32434222668163","34.2541519298648","-61.1768642678272"
"Year 1 Apr 06 13:00","68.5","1086.5","35.35","27.9542560887066","10.472410604493","35.3748839770084","-27.9462322793247"
"Year 1 Apr 06 14:00","98.25","1006.5","35.875","28.3942968900104","12.7200378758116","36.2638011581965","8.26323410012839"
"Year 1 Apr 06 15:00","147.75","852","36.15","28.8654051981963","12.8553502030871","36.9365306974322","43.5122929448205"
"Year 1 Apr 06 16:00","134.5","746.5","35.9","29.3452841736959","12.1658977324376","36.7082099850605","75.6887416187067"
"Year 1 Apr 06 17:00","223.5","193.5","34.9","29.7866202888843","10.156430134015","36.4738224864272","106.826031316355"
"Year 1 Apr 06 18:00","119.75","179.75","33.175","30.1663110442066","8.47668304984204","34.4038476092743","132.493316516875"
"Year 1 Apr 06 19:00","23.5","40","30.975","30.4466759814536","7.19988227545935","32.0038169752497","149.601563615708"
"Year 1 Apr 06 20:00","0","0","28.9","30.5822020373306","7.21466603520827","29.9989157599069","153.738974777654"
"Year 1 Apr 06 21:00","0","0","27.425","30.5638228578356","7.77949854157239","28.7037384026722","143.87560020041"
"Year 1 Apr 06 22:00","0","0","26.725","30.4270377788078","9.25026755606327","27.6608554468196","123.657809912804"
"Year 1 Apr 06 23:00","0","0","26.6","30.2164093460208","9.21998634484672","27.3849009036763","97.793689005581"
"Year 1 Apr 07 00:00","0","0","26.525","29.9732271046553","8.89890696984514","27.1282152463388","70.4381980691801"
"Year 1 Apr 07 01:00","0","0","25.9","29.7284111916428","7.51056931959591","26.7903944222399","46.0642957471099"
"Year 1 Apr 07 02:00","0","0","24.575","29.4892988888204","6.70862497250776","25.8859038909284","25.9519714368024"
"Year 1 Apr 07 03:00","0","0","22.7","29.2480324072455","5.96024403015546","24.6237387908186","8.36768686681899"
"Year 1 Apr 07 04:00","0","0","21","28.9804181597045","6.87229648492903","23.3954603696579","-9.04928060553592"
"Year 1 Apr 07 05:00","0","0","22.85","28.6777800925395","8.78963941232562","23.8154708177274","-29.3687542112742"
"Year 1 Apr 07 06:00","0","0","23.75","28.3708553258597","9.47481105235826","24.1588371305472","-51.6536361216543"
"Year 1 Apr 07 07:00","13.5","82.5","24.85","28.09901984353","9.2281239328838","24.914592534543","-69.0840236607882"
"Year 1 Apr 07 08:00","68.25","370.75","26.4","27.8913205735009","8.11623168605024","26.7423930927954","-82.4530318477477"
"Year 1 Apr 07 09:00","117","538.75","29.125","27.7780511058164","6.74244393735643","29.499086527393","-88.4849886070889"
"Year 1 Apr 07 10:00","105.25","782","31.775","27.804480798421","5.93599017248218","31.9947030840917","-85.0990396038477"
"Year 1 Apr 07 11:00","42.75","1056.75","34.5","27.988765028567","6.39064705152311","33.6171506356411","-69.5818942077995"
"Year 1 Apr 07 12:00","123","934.5","35.95","28.3013867734978","8.43065325818895","35.8258011266555","-43.8275992656313"
"Year 1 Apr 07 13:00","210","796.5","36.8","28.7058287489468","11.9022817834218","37.038629062592","-9.54088818481532"
"Year 1 Apr 07 14:00","407.5","413","36.7","29.1822217200287","15.0859994373684","38.5710128064619","28.002574503949"
"Year 1 Apr 07 15:00","194","742.5","36.675","29.7054661355525","15.2193407863149","37.8469476895249","65.6678914046711"
"Year 1 Apr 07 16:00","118.5","838","36.1","30.2152604187041","13.4615497719322","37.2435057715833","102.004073439962"
"Year 1 Apr 07 17:00","101","728.5","35.525","30.6496771716061","12.9580520502479","36.4806332985649","131.729686997306"
"Year 1 Apr 07 18:00","92.25","395.25","34.125","30.9931295629494","11.7599698499409","35.0745475981527","151.7582686251"
"Year 1 Apr 07 19:00","24","42","32.8","31.2304844384169","10.6050746323517","33.1095047038481","162.800122429977"
"Year 1 Apr 07 20:00","0","0","31.075","31.3504447867412","11.6928483071891","31.4101807154216","162.418568349581"
"Year 1 Apr 07 21:00","0","0","30","31.3422166141917","11.5555486699985","30.3858872088822","151.726592387687"
"Year 1 Apr 07 22:00","0","0","28.825","31.2390963343813","12.0399067699292","29.472520494279","132.493947250747"
"Year 1 Apr 07 23:00","0","0","27.975","31.070959045878","12.5060368733961","28.8494674623822","110.271460909451"
"Year 1 Apr 08 00:00","0","0","26.525","30.8646193525508","11.8965466231907","27.7011057642784","86.9422909221441"
"Year 1 Apr 08 01:00","0","0","25.35","30.6258240600927","10.7530214864469","26.6946838291487","64.6036417229832"
"Year 1 Apr 08 02:00","0","0","23.975","30.3557735003823","9.2980892944349","25.6894796455218","40.8185558882429"
"Year 1 Apr 08 03:00","0","0","23.45","30.0557050402858","8.47416443122406","24.9569634394384","16.6362938263635"
"Year 1 Apr 08 04:00","0","0","23.1","29.7376885025949","8.32896740250112","24.4285679791086","-8.546971314727"
"Year 1 Apr 08 05:00","0","0","22.85","29.4101146262553","9.6256524168665","24.1098320595008","-31.9495942034426"
"Year 1 Apr 08 06:00","0","0","23.175","29.085264526875","8.99833686082319","23.9429259544129","-52.6404266743321"
"Year 1 Apr 08 07:00","9.75","139.75","24.275","28.782091466201","9.99520499758223","24.8382478935184","-71.8040856600908"
"Year 1 Apr 08 08:00","53.25","565.5","26.4","28.5294530363226","11.144799114971","26.8010124260463","-88.3809779156254"
"Year 1 Apr 08 09:00","86.75","682.25","28.725","28.376709381758","14.0894872690386","29.2628646673763","-97.776124192915"
"Year 1 Apr 08 10:00","57","1000.5","31.1","28.360613817512","15.9117444474409","31.4830994162666","-95.6278713124304"
"Year 1 Apr 08 11:00","90","993.5","32.975","28.4936658841058","17.0092205693677","33.2338085882069","-81.913411505874"
"Year 1 Apr 08 12:00","230.75","695.75","34.675","28.7523112896701","15.6389788015587","35.3632236808305","-58.3331279135688"
"Year 1 Apr 08 13:00","247.25","698","35.625","29.1108567225632","14.5368163525271","36.7549659887934","-27.4921568375273"
"Year 1 Apr 08 14:00","126.5","941.25","36.4","29.5450162701364","13.9425464412538","37.187043989667","8.56081781145545"
"Year 1 Apr 08 15:00","222","681.75","36.45","30.0145960482794","13.896648978277","37.8813909883344","43.7921516603381"
"Year 1 Apr 08 16:00","135.75","770.5","36.325","30.483169494619","13.2639976969824","37.5182631558955","76.0192387655691"
"Year 1 Apr 08 17:00","180.25","392","35.475","30.9086531031153","14.1149847681222","36.9472481522678","106.09285611114"
"Year 1 Apr 08 18:00","120","149","34.375","31.265910832142","13.4348217652779","35.603776979385","129.771611659084"
"Year 1 Apr 08 19:00","22.5","29.5","32.525","31.5298292416948","15.2219973814111","33.1347731914545","144.422992270921"
"Year 1 Apr 08 20:00","0","0","30.5","31.6651903215326","10.364266440111","31.0875231592567","148.417939775093"
"Year 1 Apr 08 21:00","0","0","28.125","31.6511694887252","7.3417377371151","29.6636656115799","139.447124436014"
"Year 1 Apr 08 22:00","0","0","26.375","31.508847027321","5.87493440058989","28.5610743080264","121.604243570542"
"Year 1 Apr 08 23:00","0","0","25.25","31.2843446888497","6.90662910655098","27.6474592789296","97.3050139859292"
"Year 1 Apr 09 00:00","0","0","25.15","31.0124748128753","7.93351204644649","26.8849979863354","70.0569262460036"
"Year 1 Apr 09 01:00","0","0","25.275","30.720917117463","9.34056407973423","26.5677465405273","41.1903576214515"
"Year 1 Apr 09 02:00","0","0","25.375","30.4233419504466","11.4081544784042","26.4154674818355","14.523515796833"
"Year 1 Apr 09 03:00","0","0","24.725","30.1376522702802","11.7746744815307","25.9337846796486","-8.40492508182275"
"Year 1 Apr 09 04:00","0","0","23.9","29.864857258905","10.6583266685876","25.1115646966869","-26.9580914563955"
"Year 1 Apr 09 05:00","0","0","23.025","29.5931658441628","8.87702348191743","24.4281107489308","-43.5991704381824"
"Year 1 Apr 09 06:00","0","0","22.95","29.3092943626653","7.45300449620265","24.3265977998838","-59.3331339629515"
"Year 1 Apr 09 07:00","13","72.75","24.05","29.0304826210092","9.05145244210437","24.820078433622","-75.9955292516588"
"Year 1 Apr 09 08:00","47.5","461.75","25.9","28.7870329559265","10.7533038039731","26.5898818463319","-91.2723441125807"
"Year 1 Apr 09 09:00","25.5","1005.5","28.8","28.6232252883266","13.8441256393614","28.993042325291","-100.895914242958"
"Year 1 Apr 09 10:00","5.25","1100","31.7","28.589974967048","15.5902620807757","31.2255109134006","-101.453293617165"
"Year 1 Apr 09 11:00","46.75","1056.75","34.35","28.7028011447616","16.5536738866474","33.8644711120081","-90.4380924596056"
"Year 1 Apr 09 12:00","110.25","967","35.75","28.9588285909379","15.6130162330804","35.9648801598528","-68.1065754504246"
"Year 1 Apr 09 13:00","128.25","958.5","36.45","29.3324077765001","18.359555249926","36.959749187313","-33.9520150868927"
"Year 1 Apr 09 14:00","275.75","625","36.3","29.7842503948717","18.0913213286761","37.7502221957683","4.5408878129418"
"Year 1 Apr 09 15:00","180.5","769","36.2","30.2654816330524","18.7427589759045","37.4564245910318","42.3639177330997"
"Year 1 Apr 09 16:00","155","732.25","35.825","30.7327559213331","19.7438694756723","37.0633216175167","74.9531680571398"
"Year 1 Apr 09 17:00","121","644","35.475","31.1311952280484","21.1226710853692","36.274326619685","103.193978974566"
"Year 1 Apr 09 18:00","106.75","304.5","34.35","31.4504682924342","19.7045457744301","35.002348540436","122.735761518662"
"Year 1 Apr 09 19:00","23","30","32.875","31.6714463373301","14.8139927082903","33.3734695226439","134.124214890354"
"Year 1 Apr 09 20:00","0","0","30.775","31.7825626426683","9.19783918234285","31.6364692969589","135.802490218828"
"Year 1 Apr 09 21:00","0","0","28.925","31.7738661542947","7.31613138482849","30.1976721279165","128.553475500296"
"Year 1 Apr 09 22:00","0","0","27.075","31.6609460009127","5.90995078400922","28.9170583271784","112.869274550638"
"Year 1 Apr 09 23:00","0","0","25.85","31.462559886478","6.87413649326874","27.7288110095856","92.0814245822163"
"Year 1 Apr 10 00:00","0","0","24.7","31.2054934626148","7.09299069232555","26.8335667937081","66.9010934627905"
"Year 1 Apr 10 01:00","0","0","24.025","30.9066948412598","8.05260209672264","26.0056585839053","40.0784215780375"
"Year 1 Apr 10 02:00","0","0","23.375","30.5857072684481","7.58412877935668","25.3844248769756","12.8876204113349"
"Year 1 Apr 10 03:00","0","0","23.125","30.2521794762184","8.13580316499409","24.9247049651538","-12.7467182726692"
"Year 1 Apr 10 04:00","0","0","22.725","29.919341622105","7.59560819228877","24.3608046344434","-36.4030211361005"
"Year 1 Apr 10 05:00","0","0","23.8","29.5895648131767","12.3321845028747","24.6833152465093","-56.7226823119186"
"Year 1 Apr 10 06:00","0","0","24.5","29.2891378519571","14.4307803016445","25.0677696221155","-76.8424392255732"
"Year 1 Apr 10 07:00","10.75","132.25","25.425","29.0354640976019","15.2744689559288","25.6096599890969","-91.5563860152649"
"Year 1 Apr 10 08:00","39.75","648.5","27.125","28.8415780256086","15.0292340074438","27.3506867998323","-101.915856246745"
"Year 1 Apr 10 09:00","30.25","1030.25","29.1","28.7319975164049","14.185205962463","29.2977208166268","-106.137642651579"
"Year 1 Apr 10 10:00","32.5","1100","31.025","28.7341768009964","12.5265690789342","31.2713640902699","-101.25233527338"
"Year 1 Apr 10 11:00","54.25","1068.25","32.625","28.8567013098751","10.6928030862651","33.0490339701703","-87.0275340807209"
"Year 1 Apr 10 12:00","168.75","848","34.05","29.0888490190617","9.58238741151631","34.7987887084932","-64.6043602768818"
"Year 1 Apr 10 13:00","288","618.75","35.15","29.4127054769381","9.5731097285223","36.6931659147514","-35.9119723174133"
"Year 1 Apr 10 14:00","102.75","997.5","36","29.8132786117864","10.9780051202971","37.0070019698797","-2.21267768807001"
"Year 1 Apr 10 15:00","157.25","829.25","36.35","30.2568852556248","13.5717151552897","37.539908195187","32.1755499284943"
"Year 1 Apr 10 16:00","122.75","824.5","36.025","30.702591487002","15.7649979487918","37.1635855909825","63.2854282562015"
