1,"Building 1.eso"

"Date/Time","[1] Surface Outside Face Temperature  (C)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)","[1] Surface Inside Face Temperature  (C)","[1] Site Outdoor Air Drybulb Temperature  (C)"
,"BLOCK1:ZONE1_WALL_3_0_0","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","Environment"
"Year 1 Feb 16 07:00","16.9338436232262","0","0","-104.381632335561","25.4959544317677","13.075"
"Year 1 Feb 16 08:00","17.5473548585602","73.75","47.75","-131.460386861537","25.017614726066","13.25"
"Year 1 Feb 16 09:00","19.2852830620972","376.5","127.25","-153.848789080455","24.5805678041589","13.375"
"Year 1 Feb 16 10:00","21.5123863516466","670.25","137.25","-167.938893522545","24.2379612666372","16.175"
"Year 1 Feb 16 11:00","23.7097930044203","822","125.75","-173.805743896186","24.0469746322163","19.8"
"Year 1 Feb 16 12:00","26.0727350989798","823.25","153","-167.118272208599","24.0143212041266","23.475"
"Year 1 Feb 16 13:00","27.8867550181477","761.25","198.75","-148.634684456795","24.1325997412615","24.325"
"Year 1 Feb 16 14:00","33.3184924093404","638.25","252.5","-116.811674682722","24.3658693411929","24.3"
"Year 1 Feb 16 15:00","38.2165851349677","493.75","270","-74.368382144537","24.7544176317586","24.225"
"Year 1 Feb 16 16:00","39.2583817943156","316.5","248.25","-17.2796992067457","25.3715711243459","24.125"
"Year 1 Feb 16 17:00","35.7204235710016","133.25","172.75","48.7656060865849","26.1570839735429","24.1"
"Year 1 Feb 16 18:00","29.9721012783306","8.25","68","110.896740919817","26.8863242224101","24.025"
"Year 1 Feb 16 19:00","26.8157833996904","0","4","143.961420806415","27.360833912042","23.4"
"Year 1 Feb 16 20:00","25.3120355203218","0","0","148.005735815485","27.5115702332806","22.6"
"Year 1 Feb 16 21:00","24.2250117891992","0","0","131.466216909594","27.4254223767534","21.8"
"Year 1 Feb 16 22:00","23.2255179695657","0","0","105.304206226165","27.2052908160954","21"
"Year 1 Feb 16 23:00","22.292047773356","0","0","75.9926430500619","26.9159183196727","20.2"
"Year 1 Feb 17 00:00","21.3936589839256","0","0","46.1280032743253","26.590100209964","19.4"
"Year 1 Feb 17 01:00","20.6404565690123","0","0","17.3039684681349","26.2418114069507","18.675"
"Year 1 Feb 17 02:00","19.9663664632352","0","0","-10.0017675277617","25.8801043657278","17.9"
"Year 1 Feb 17 03:00","19.335731798442","0","0","-35.0250532661664","25.5114522095757","17.175"
"Year 1 Feb 17 04:00","18.7524204978067","0","0","-57.5677027666717","25.1402391300722","16.475"
"Year 1 Feb 17 05:00","18.1371688861762","0","0","-77.4093549851063","24.7673236882145","15.7"
"Year 1 Feb 17 06:00","17.5343230137807","0","0","-96.9072390101724","24.4022272018189","14.975"
"Year 1 Feb 17 07:00","16.9694749087946","0","0","-114.869143445799","24.0401154205307","14.275"
"Year 1 Feb 17 08:00","17.1484210554951","67.25","50.5","-131.395713009778","23.6801959918392","13.65"
"Year 1 Feb 17 09:00","18.4661004998506","353.25","138.5","-145.581084054953","23.3341847956864","12.975"
"Year 1 Feb 17 10:00","20.2622443339707","650.75","153.25","-154.779294323317","23.0456039223719","15.125"
"Year 1 Feb 17 11:00","22.1482868950604","815.25","139.5","-159.224447514796","22.8723964768084","18.15"
"Year 1 Feb 17 12:00","23.9607360428206","910","116.5","-153.646855990887","22.8277395224371","21.225"
"Year 1 Feb 17 13:00","25.64915408318","922.5","123.25","-138.901745962557","22.908325729705","22.75"
"Year 1 Feb 17 14:00","31.744219608303","923","115.75","-114.320740110058","23.0918879372321","23.75"
"Year 1 Feb 17 15:00","39.158136876859","885","109.75","-78.0685563333577","23.4381034078179","24.75"
"Year 1 Feb 17 16:00","44.4091206809414","737","137","-20.4132609261558","24.0781526469324","24.775"
"Year 1 Feb 17 17:00","44.5913987521238","527.25","121.5","58.4775918585716","25.0445337485895","24.4"
"Year 1 Feb 17 18:00","38.1205950462099","213.75","72.75","153.689524533181","26.1444879552367","24.075"
"Year 1 Feb 17 19:00","28.8701344245174","0","6","230.142149479198","27.0926203390065","22.725"
"Year 1 Feb 17 20:00","26.0023879024254","0","0","263.272883205268","27.5979157021103","21.1"
"Year 1 Feb 17 21:00","24.0991066961285","0","0","251.238500667056","27.6507910533923","19.425"
"Year 1 Feb 17 22:00","22.5070986857512","0","0","215.673455861013","27.4168991885968","18.175"
"Year 1 Feb 17 23:00","21.0848850697857","0","0","170.260967438157","27.0348740280586","17"
"Year 1 Feb 18 00:00","19.7681732892791","0","0","123.062709469424","26.5757802274013","15.875"
"Year 1 Feb 18 01:00","18.7244354659778","0","0","76.7362943818293","26.0764784021976","14.85"
"Year 1 Feb 18 02:00","17.8292551225736","0","0","32.7901842557342","25.5589435424972","13.85"
"Year 1 Feb 18 03:00","17.0170512571788","0","0","-7.1587715347424","25.0366102924341","12.85"
"Year 1 Feb 18 04:00","16.2527133577058","0","0","-42.7446761190578","24.5181736763772","11.925"
"Year 1 Feb 18 05:00","15.5270758356356","0","0","-73.9080947934405","24.0066811362466","11.1"
"Year 1 Feb 18 06:00","14.8254929935482","0","0","-100.598440130202","23.5005918272486","10.225"
"Year 1 Feb 18 07:00","14.4970453647449","0","0","-126.522623931111","23.0121546823469","10.525"
"Year 1 Feb 18 08:00","15.1276517216534","73.5","48.75","-151.296224011556","22.5508771414657","11.15"
"Year 1 Feb 18 09:00","16.9160620170064","358.25","129.75","-171.221475526316","22.1346754406459","11.825"
"Year 1 Feb 18 10:00","19.0407125847743","620.25","147.75","-183.190775199844","21.8139135862082","14.475"
"Year 1 Feb 18 11:00","21.4000206506483","690","180.25","-186.484523831366","21.6383161347783","17.7"
"Year 1 Feb 18 12:00","23.7496604890107","692","217.5","-177.519214738107","21.6183539937419","20.975"
"Year 1 Feb 18 13:00","25.4620090802188","732.75","214.25","-157.062029109376","21.7505301018799","22.25"
"Year 1 Feb 18 14:00","30.9957807881938","757.75","192.75","-124.999306844764","21.9996954166318","22.85"
"Year 1 Feb 18 15:00","37.7052904182289","757","161.5","-82.6741824190097","22.4028044378558","23.45"
"Year 1 Feb 18 16:00","42.7309685341056","702","130","-22.6836520560636","23.0680816022445","24.05"
"Year 1 Feb 18 17:00","43.5754953254864","518","112","53.6283348283717","24.030396326985","24.65"
"Year 1 Feb 18 18:00","38.3061052544218","224.25","66.75","144.201772611969","25.1310620037579","25.25"
"Year 1 Feb 18 19:00","29.1976893104938","0","6","221.801703422598","26.1082840448368","23.9"
"Year 1 Feb 18 20:00","26.4290751692137","0","0","260.675790391979","26.6749634845361","21.9"
"Year 1 Feb 18 21:00","24.5954769220741","0","0","255.93028179211","26.8030922849399","19.9"
"Year 1 Feb 18 22:00","23.147818303546","0","0","226.730373124787","26.6489469503205","18.875"
"Year 1 Feb 18 23:00","21.8209832387932","0","0","186.522278552913","26.3476115356053","18.25"
"Year 1 Feb 19 00:00","20.6036794346554","0","0","143.007181014679","25.9713839776366","17.575"
"Year 1 Feb 19 01:00","19.6787403572458","0","0","100.723226788093","25.550914951114","16.875"
"Year 1 Feb 19 02:00","18.9088684197838","0","0","60.56811792607","25.1086540413126","16.1"
"Year 1 Feb 19 03:00","18.2181275448784","0","0","23.561954138745","24.6626322752403","15.375"
"Year 1 Feb 19 04:00","17.6996518476305","0","0","-9.68442730746196","24.2225891601755","15.05"
"Year 1 Feb 19 05:00","17.2862355321461","0","0","-39.1946330938286","23.7958004104794","14.85"
"Year 1 Feb 19 06:00","16.8641034691504","0","0","-64.014345223212","23.3844634875236","14.65"
"Year 1 Feb 19 07:00","16.7782810924449","0","0","-85.7890688697696","22.9946516465717","15.2"
"Year 1 Feb 19 08:00","17.5898524069463","62.5","49.5","-106.478224734588","22.6413835014817","16"
"Year 1 Feb 19 09:00","19.4967748448389","284.75","141.5","-122.239832635253","22.3388827877977","16.8"
"Year 1 Feb 19 10:00","21.5802808595544","463.5","192.5","-129.87088143656","22.131381289517","18.575"
"Year 1 Feb 19 11:00","23.8075819816672","468.5","262.5","-128.042193190331","22.0582244518762","20.75"
"Year 1 Feb 19 12:00","26.1723132158546","356","366.25","-115.391963620897","22.1277246492511","22.875"
"Year 1 Feb 19 13:00","27.974570225075","258.75","415.5","-92.4344282450638","22.3354074691598","24.075"
"Year 1 Feb 19 14:00","30.7114827443859","163.75","411.75","-60.8127262855944","22.6580289887787","24.9"
"Year 1 Feb 19 15:00","32.4138787449955","107.5","348.5","-23.6309742116432","23.0866825477474","25.775"
"Year 1 Feb 19 16:00","32.9748397134765","99","266.75","17.4723353651284","23.611752773773","25.55"
"Year 1 Feb 19 17:00","31.4429065672137","47.5","177.5","60.5023964318936","24.1765612238365","24.95"
"Year 1 Feb 19 18:00","27.952390199813","7.5","71.75","100.049881518637","24.6791897338082","24.35"
"Year 1 Feb 19 19:00","25.1010437115156","0","5.5","123.487338149881","25.0226464917059","23"
"Year 1 Feb 19 20:00","23.448289553624","0","0","128.234091113097","25.1475666592634","21.4"
"Year 1 Feb 19 21:00","22.1881880256553","0","0","117.256948237215","25.0829899225869","19.8"
"Year 1 Feb 19 22:00","21.1434353197195","0","0","97.0997264421297","24.8904673974371","18.65"
"Year 1 Feb 19 23:00","20.1625338007802","0","0","71.5879017122399","24.6251562196109","17.65"
"Year 1 Feb 20 00:00","19.2485427352565","0","0","44.5794047124684","24.3157293958243","16.65"
"Year 1 Feb 20 01:00","18.5049767049475","0","0","17.7539754990833","23.9773831574766","15.875"
"Year 1 Feb 20 02:00","17.9321454889441","0","0","-8.35461458362487","23.6228582469509","15.25"
"Year 1 Feb 20 03:00","17.3660310413303","0","0","-32.5073064771073","23.2619273561315","14.575"
"Year 1 Feb 20 04:00","16.8508040966954","0","0","-54.0433541386856","22.9012755215381","14.1"
"Year 1 Feb 20 05:00","16.3173901882218","0","0","-72.9589757387731","22.543070373298","13.7"
"Year 1 Feb 20 06:00","15.8224690346177","0","0","-91.2489999615229","22.1951384284672","13.3"
"Year 1 Feb 20 07:00","18.393607836838","0","0","-110.979372648107","21.8689834652568","21.9"
"Year 1 Feb 20 08:00","19.5657484428602","87.75","49.75","-135.573396256283","21.6516161275159","21.275"
"Year 1 Feb 20 09:00","19.8504820427445","387","131.75","-129.925766178754","21.4907126198662","16.575"
"Year 1 Feb 20 10:00","21.1745092786599","679.5","139.5","-119.743004509965","21.414244019135","17.725"
"Year 1 Feb 20 11:00","22.9567864000071","847.5","118.25","-113.100368510443","21.4283779623458","20.9"
"Year 1 Feb 20 12:00","25.0084301506919","908.25","116.25","-101.160564739661","21.5290761351352","24.025"
"Year 1 Feb 20 13:00","27.0552234248765","913.25","126.25","-83.1246414929892","21.7328176833255","26"
"Year 1 Feb 20 14:00","33.6163232658673","897","127.25","-56.8473564607136","22.0401423059211","27.6"
"Year 1 Feb 20 15:00","41.8717840797663","841.25","128.25","-17.9329304485817","22.5198001456432","29.2"
"Year 1 Feb 20 16:00","47.5800799163821","725.5","129.75","44.2273389935169","23.3148826097133","29.75"
"Year 1 Feb 20 17:00","48.1128162191605","511.25","120.75","131.804130909017","24.4541494880457","29.95"
"Year 1 Feb 20 18:00","42.6127919576256","222","68.5","237.286102106723","25.7367230455176","30.15"
"Year 1 Feb 20 19:00","33.1526010817923","0","6.5","325.481299706904","26.8831468983622","28.775"
"Year 1 Feb 20 20:00","30.2775169972662","0","0","369.480086737476","27.594554880217","26.95"
"Year 1 Feb 20 21:00","28.3106066158606","0","0","365.492676897174","27.8445183929155","25.075"
"Year 1 Feb 20 22:00","27.4875437892054","0","0","333.503472957203","27.7991842446749","26.025"
"Year 1 Feb 20 23:00","27.3945293083951","0","0","286.542713698802","27.6224685982282","27.85"
"Year 1 Feb 21 00:00","27.8037856785365","0","0","240.278405258696","27.405098708094","29.725"
"Year 1 Feb 21 01:00","26.7572494403125","0","0","201.504164736015","27.2049204502106","27.125"
"Year 1 Feb 21 02:00","24.9707045209625","0","0","175.770288985868","27.0033649382358","23.1"
"Year 1 Feb 21 03:00","23.0576487557015","0","0","152.137300304922","26.7679631563559","19.025"
"Year 1 Feb 21 04:00","21.8028636493008","0","0","125.807189418564","26.4655680303457","17.625"
"Year 1 Feb 21 05:00","20.9469427383144","0","0","91.7464280315799","26.1161659822775","17.05"
"Year 1 Feb 21 06:00","20.2155580200725","0","0","57.4438779377231","25.7324421655197","16.525"
"Year 1 Feb 21 07:00","20.1641205591121","0","0","24.1353356003996","25.3401911732695","17.825"
"Year 1 Feb 21 08:00","21.3511412904938","82.5","51","-7.77360728051567","24.9707217049637","19.8"
"Year 1 Feb 21 09:00","23.8486886764165","374.5","134.75","-31.916587896297","24.6563383125669","21.725"
"Year 1 Feb 21 10:00","26.0425455504868","654.25","147.25","-45.246375810096","24.4642668990291","23.625"
"Year 1 Feb 21 11:00","27.8255771782802","813.75","132.5","-46.261334421096","24.4363955831578","25.6"
"Year 1 Feb 21 12:00","29.4042742953785","871","133.75","-36.2018569291992","24.5583657700632","27.525"
"Year 1 Feb 21 13:00","31.0605445094482","883.25","141.25","-17.9625513452322","24.798617962097","28.6"
"Year 1 Feb 21 14:00","37.5169353610771","878.25","136.75","8.00356301524626","25.1251884356011","29.325"
"Year 1 Feb 21 15:00","45.4748835877604","842","129","43.6694920338678","25.6109714106642","30.1"
"Year 1 Feb 21 16:00","51.6143688848385","741.5","125.75","103.814607989595","26.392954796568","30.9"
"Year 1 Feb 21 17:00","52.9400963691303","535.5","116.25","193.798121986418","27.4924945729698","31.625"
"Year 1 Feb 21 18:00","47.4136282064896","231.75","70.75","298.363087555979","28.7765723015204","32.4"
"Year 1 Feb 21 19:00","37.0230504080229","0","6.5","388.002048805242","29.9528114982723","30.875"
"Year 1 Feb 21 20:00","33.6527177298103","0","0","432.450011615697","30.6892386486952","28.575"
"Year 1 Feb 21 21:00","31.2922197114142","0","0","424.95273458457","30.9376215064491","26.35"
"Year 1 Feb 21 22:00","29.9313307572078","0","0","386.593445608098","30.8632940771898","26.025"
"Year 1 Feb 21 23:00","29.0918488823032","0","0","332.934846373031","30.6267999496393","26.325"
"Year 1 Feb 22 00:00","28.4540986662417","0","0","278.103484999632","30.3196326448162","26.625"
"Year 1 Feb 22 01:00","27.4396529843581","0","0","227.856318074329","29.9937233065148","25.275"
"Year 1 Feb 22 02:00","26.268320391125","0","0","185.533886985057","29.6556283946143","23.375"
"Year 1 Feb 22 03:00","25.0791489368172","0","0","147.223689995926","29.3038360959173","21.475"
"Year 1 Feb 22 04:00","24.1282219769462","0","0","110.77381439577","28.9344608587192","20.25"
"Year 1 Feb 22 05:00","23.3157382651359","0","0","75.560076287995","28.5494522233094","19.25"
"Year 1 Feb 22 06:00","22.4951756907726","0","0","42.1175292559881","28.1575896544254","18.25"
"Year 1 Feb 22 07:00","22.5695840184535","0","0","10.4690035004192","27.7667391716403","20.025"
"Year 1 Feb 22 08:00","23.9692774913716","69.5","48.75","-20.7458238501453","27.4054205664902","22.65"
"Year 1 Feb 22 09:00","26.7369764541447","319.5","133.25","-43.4996843955595","27.1052166146479","25.325"
"Year 1 Feb 22 10:00","29.2895226781805","454.75","197.75","-56.0385577778073","26.9437783926466","26.975"
"Year 1 Feb 22 11:00","31.8283794695712","417.5","292.25","-52.6936880577007","26.9525540020037","28.35"
"Year 1 Feb 22 12:00","34.0266667901065","359","372","-35.9967049887122","27.1314706227335","29.675"
"Year 1 Feb 22 13:00","36.0434582984266","322.5","428.25","-9.0149420209225","27.4577830702313","30.75"
"Year 1 Feb 22 14:00","40.3702787951635","331.25","406.25","25.7593889795577","27.8983610508503","31.75"
"Year 1 Feb 22 15:00","45.7652427054363","410.25","314.25","67.2634309978244","28.4717185301761","32.75"
"Year 1 Feb 22 16:00","51.7633344810369","558.5","194.75","126.537925473173","29.2168422859019","33.225"
"Year 1 Feb 22 17:00","53.7400092521922","500.75","121.25","205.441681495298","30.1864972989414","33.6"
"Year 1 Feb 22 18:00","48.0083780095362","222","72.5","296.977895606367","31.3188790564519","33.925"
"Year 1 Feb 22 19:00","38.1840403022052","0","7","375.788310697972","32.3598974545115","32.05"
"Year 1 Feb 22 20:00","34.9168861838139","0","0","412.293387070924","32.989948686946","29.45"
"Year 1 Feb 22 21:00","32.5511927197211","0","0","400.302315898993","33.1629456197315","26.85"
"Year 1 Feb 22 22:00","30.8111678224002","0","0","360.28415291055","33.0309201014981","25.375"
"Year 1 Feb 22 23:00","29.3098346776741","0","0","307.016957989186","32.7340259617033","24.2"
"Year 1 Feb 23 00:00","27.7956776682197","0","0","251.868184823112","32.3452061484729","23.075"
"Year 1 Feb 23 01:00","26.9851685428062","0","0","197.2136847005","31.9084708501477","23.025"
"Year 1 Feb 23 02:00","26.603172224068","0","0","143.784997066443","31.4596757829021","23.4"
"Year 1 Feb 23 03:00","26.3388654260121","0","0","96.7107077988066","31.0219341314773","23.725"
"Year 1 Feb 23 04:00","25.8724897899672","0","0","57.2405782028179","30.6143823948949","23.275"
"Year 1 Feb 23 05:00","25.2729498728146","0","0","25.1056928140776","30.2382675580842","22.5"
"Year 1 Feb 23 06:00","24.6829657422556","0","0","-2.09851959960586","29.8853544369587","21.775"
"Year 1 Feb 23 07:00","24.2820027921131","0","0","-25.9661101991298","29.5460307010118","21.525"
"Year 1 Feb 23 08:00","24.806459103541","68","50","-47.2386854795582","29.218709076714","21.5"
"Year 1 Feb 23 09:00","26.3773561717388","347.5","126.5","-63.9628205067721","28.9168275132483","21.425"
"Year 1 Feb 23 10:00","28.1820687798889","635","139.75","-74.7730550930717","28.6917258258664","23.275"
"Year 1 Feb 23 11:00","29.9099817451659","793","132","-78.5415001238568","28.5889262550629","25.85"
"Year 1 Feb 23 12:00","31.4210466444915","897.75","103.25","-72.70237807716","28.6127488350941","28.375"
"Year 1 Feb 23 13:00","32.9273057402226","937.25","91.5","-58.5973568589727","28.7488568524182","29.975"
"Year 1 Feb 23 14:00","39.9551155304135","886.25","127.25","-37.4663173076075","28.9763002753684","31.35"
"Year 1 Feb 23 15:00","48.3006533233023","845.5","125.5","-4.00162174794452","29.3749877370795","32.675"
"Year 1 Feb 23 16:00","54.239166683008","768.25","110.25","54.2313550250339","30.1053024927916","32.85"
"Year 1 Feb 23 17:00","55.0150643368335","562.25","107.25","146.587707513999","31.1685374006283","32.65"
"Year 1 Feb 23 18:00","48.5689311541832","246.75","68.75","253.814776567743","32.4031631312656","32.45"
"Year 1 Feb 23 19:00","37.9615186294612","0","7","343.124231749838","33.4997201185425","30.525"
