1,"Building 1.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Mar 29 13:00","163.75","873.5","37.175","-14.6772933087231","34.3995552150485","49.8981269161301"
"Year 1 Mar 29 14:00","157.25","865.25","38.55","51.9305344546433","35.2094676167077","51.3016402027008"
"Year 1 Mar 29 15:00","150.75","821.5","39.875","126.703560801412","36.0981329275084","51.378936888457"
"Year 1 Mar 29 16:00","151.75","714.5","40.2","196.896097934923","36.9660105196427","49.7256830742361"
"Year 1 Mar 29 17:00","134.75","521.75","40.2","253.93402288435","37.7229768005423","46.6456532347658"
"Year 1 Mar 29 18:00","97","204","40.2","288.224445460479","38.2940504244013","43.2386475166967"
"Year 1 Mar 29 19:00","11","0","38.475","296.882331323618","38.6293409621947","40.0905775029397"
"Year 1 Mar 29 20:00","0","0","36.25","284.170883116876","38.7207794230631","38.0800307772559"
"Year 1 Mar 29 21:00","0","0","33.975","254.565201345868","38.6202073991689","36.3903870583444"
"Year 1 Mar 29 22:00","0","0","32.575","216.266440222836","38.3888725094731","35.0768611671896"
"Year 1 Mar 29 23:00","0","0","31.475","173.660234585584","38.0796103286535","33.9790574115998"
"Year 1 Mar 30 00:00","0","0","30.375","131.165728081093","37.7253575547402","32.9450424007057"
"Year 1 Mar 30 01:00","0","0","29.275","90.9807922603192","37.3454848932188","31.9549634682763"
"Year 1 Mar 30 02:00","0","0","28.25","53.3100621411595","36.9507001840579","31.0137429517166"
"Year 1 Mar 30 03:00","0","0","27.175","17.9077233412394","36.5481672515363","30.0679523155063"
"Year 1 Mar 30 04:00","0","0","26.45","-14.7412656574929","36.1376651178721","29.2580442340108"
"Year 1 Mar 30 05:00","0","0","25.925","-45.1725124861581","35.72253216122","28.5666402824038"
"Year 1 Mar 30 06:00","0","0","25.425","-72.4557919669039","35.3047684739744","27.937147136239"
"Year 1 Mar 30 07:00","21","27","25.525","-96.9535860102492","34.8895732830652","27.8755435470585"
"Year 1 Mar 30 08:00","100.5","181.75","25.75","-120.629346075254","34.5005745657336","29.261570157648"
"Year 1 Mar 30 09:00","159","472.75","25.95","-137.295841386918","34.1703911103772","32.5191933949706"
"Year 1 Mar 30 10:00","146.75","715.75","28.325","-141.463145980326","33.9734567192285","37.0124694645671"
"Year 1 Mar 30 11:00","133.75","834.75","31.5","-129.356079017264","33.9966629031269","41.4744698207289"
"Year 1 Mar 30 12:00","122.25","895","34.625","-96.0513313615492","34.2745590798997","45.2393510317129"
"Year 1 Mar 30 13:00","115.75","916","36.525","-45.1582018960853","34.7898392176189","48.1119932010823"
"Year 1 Mar 30 14:00","112","907.25","38.1","16.5743370812147","35.4864860356609","49.9926759978774"
"Year 1 Mar 30 15:00","115.25","857.25","39.625","81.4289010494989","36.2948701535263","50.7579785656086"
"Year 1 Mar 30 16:00","124","747","40.075","149.321680195355","37.1066622479672","49.5520995165685"
"Year 1 Mar 30 17:00","118.5","548","40.25","207.635204442775","37.8473227585514","46.7122567256317"
"Year 1 Mar 30 18:00","88.75","226.5","40.375","246.215532428941","38.429545570042","43.4120553200112"
"Year 1 Mar 30 19:00","11","0","38.525","260.642644320652","38.7897053270261","40.2545295045491"
"Year 1 Mar 30 20:00","0","0","36.1","254.027883788403","38.9076268922289","38.1201699931452"
"Year 1 Mar 30 21:00","0","0","33.625","229.574911551652","38.8274924778493","36.254479448729"
"Year 1 Mar 30 22:00","0","0","32.325","195.019406244423","38.6049964574853","34.9200271132602"
"Year 1 Mar 30 23:00","0","0","31.5","154.029828344649","38.2967139526789","33.9212191486892"
"Year 1 Mar 31 00:00","0","0","30.625","112.395408364122","37.9414926668373","33.038296547172"
"Year 1 Mar 31 01:00","0","0","29.725","73.6414261718404","37.5620788441729","32.2078709630469"
"Year 1 Mar 31 02:00","0","0","28.9","37.3435370402321","37.1770565023811","31.3997081323407"
"Year 1 Mar 31 03:00","0","0","28.025","4.26885128626405","36.7903264097807","30.6004512129924"
"Year 1 Mar 31 04:00","0","0","27.125","-25.620706851802","36.4017509928479","29.8038502638508"
"Year 1 Mar 31 05:00","0","0","26.3","-52.7241427654957","36.0101792146388","29.0463055270021"
"Year 1 Mar 31 06:00","0","0","25.425","-77.1030283030141","35.613294302368","28.2379158233571"
"Year 1 Mar 31 07:00","21.25","30.25","25.65","-100.011471927945","35.2129756540481","28.2549977617144"
"Year 1 Mar 31 08:00","105.75","181.75","26.25","-123.045965579793","34.8328685167728","30.0962527538958"
"Year 1 Mar 31 09:00","174.25","445.5","26.85","-138.827371954677","34.518469173962","34.1693741557232"
"Year 1 Mar 31 10:00","144.75","723.5","28.725","-139.604026940217","34.3614229300839","39.0609346885083"
"Year 1 Mar 31 11:00","131.75","841","31.1","-120.115786977362","34.4504220723454","43.4458370489131"
"Year 1 Mar 31 12:00","120.75","898","33.425","-78.7027513963459","34.8062616696508","46.8916088889188"
"Year 1 Mar 31 13:00","116.5","914.75","35.125","-21.8089257487877","35.392117044697","49.1421717012066"
"Year 1 Mar 31 14:00","115.75","901.25","36.7","41.5931926407219","36.1393858950929","50.2387225766829"
"Year 1 Mar 31 15:00","120.75","848.5","38.225","109.590929800857","36.9336218311246","50.1635439953021"
"Year 1 Mar 31 16:00","127.75","739","38.975","171.301954294007","37.7000584786769","48.8165836207839"
"Year 1 Mar 31 17:00","121","541","39.55","220.671589135832","38.3627874197142","46.2475544446731"
"Year 1 Mar 31 18:00","89.5","223.5","40.075","250.114401744573","38.865807251788","43.2514221405976"
"Year 1 Mar 31 19:00","11","0","37.8","258.082440143661","39.1637777446235","40.0521085885064"
"Year 1 Mar 31 20:00","0","0","35.8","248.316448036284","39.2347714880291","38.1770479725177"
"Year 1 Mar 31 21:00","0","0","34.275","220.602862988275","39.1288645149278","36.8960982950619"
"Year 1 Mar 31 22:00","0","0","32.85","185.248595508133","38.9047974946468","35.6188806728735"
"Year 1 Mar 31 23:00","0","0","31.6","147.559351830431","38.6107603697335","34.3578913778513"
"Year 1 Apr 01 00:00","0","0","30.55","109.092660013542","38.2732192099471","33.2118331265422"
"Year 1 Apr 01 01:00","0","0","29.475","71.5786387776005","37.9026947668208","32.1825300554203"
"Year 1 Apr 01 02:00","0","0","28.375","35.2627808052568","37.5109241585833","31.1861828491144"
"Year 1 Apr 01 03:00","0","0","27.275","1.04547052334859","37.1036065878645","30.2260725538202"
"Year 1 Apr 01 04:00","0","0","26.175","-30.877887359066","36.6838291923841","29.2884185532206"
"Year 1 Apr 01 05:00","0","0","25.075","-60.4088915070344","36.2527147362848","28.3706605605567"
"Year 1 Apr 01 06:00","0","0","24.05","-87.3257995649753","35.8093395839869","27.4897274150532"
"Year 1 Apr 01 07:00","21.25","34","24.175","-113.120868942952","35.3590015846153","27.3139749289018"
"Year 1 Apr 01 08:00","105","198","24.6","-139.155773853798","34.9263154586308","28.7674699356114"
"Year 1 Apr 01 09:00","172.75","462","24.925","-158.298982164893","34.5504271519968","31.9686467500027"
"Year 1 Apr 01 10:00","151.5","724.75","26.425","-164.045429372361","34.3089965261764","36.249924837755"
"Year 1 Apr 01 11:00","154","824.25","28.4","-151.896535938229","34.2802066002691","40.5171557596155"
"Year 1 Apr 01 12:00","155.25","872","30.325","-118.84540500742","34.4965025947923","43.9648094980699"
"Year 1 Apr 01 13:00","147.5","897.75","32.075","-68.8445674712629","34.9391465281643","46.3072362284253"
"Year 1 Apr 01 14:00","143","891.25","33.85","-11.235482927909","35.5527464917989","47.6979645292905"
"Year 1 Apr 01 15:00","153","833.5","35.575","50.5281334454423","36.2479935862966","48.0911180928282"
"Year 1 Apr 01 16:00","155.5","723","36.375","108.502149441268","36.9477376699425","46.4925094827887"
"Year 1 Apr 01 17:00","144.5","523.75","36.8","157.242478138829","37.5647650328584","43.5611932038648"
"Year 1 Apr 01 18:00","92.75","234.75","37.275","187.140789737323","38.0163029501112","40.3682026085542"
"Year 1 Apr 01 19:00","11.5","0","36.05","193.959074155098","38.2540112347586","37.6433306038728"
"Year 1 Apr 01 20:00","0","0","34.25","182.587337803469","38.2702585176995","35.9048868389091"
"Year 1 Apr 01 21:00","0","0","32.45","157.114023788449","38.1168218395254","34.4416283877498"
"Year 1 Apr 01 22:00","0","0","30.875","124.823423328854","37.8498907824432","33.1520962241556"
"Year 1 Apr 01 23:00","0","0","29.3","89.2463914196631","37.5136362916588","31.9067167849861"
"Year 1 Apr 02 00:00","0","0","27.775","53.0564300497827","37.1319846326217","30.6961654201005"
"Year 1 Apr 02 01:00","0","0","27.025","16.9956530880843","36.7197640380476","29.8460797871217"
"Year 1 Apr 02 02:00","0","0","26.45","-18.191848623439","36.2909592016293","29.1942019366067"
"Year 1 Apr 02 03:00","0","0","25.925","-50.0286867209195","35.8573514745155","28.6232650275964"
"Year 1 Apr 02 04:00","0","0","25.425","-77.6545433032194","35.4280681281213","28.0339579512435"
"Year 1 Apr 02 05:00","0","0","24.85","-102.241846846606","35.0101090029027","27.3969484396931"
"Year 1 Apr 02 06:00","0","0","24.325","-125.126683930564","34.6072891139549","26.7888782839721"
"Year 1 Apr 02 07:00","22","31.75","24.95","-146.06963464357","34.2146892212855","26.9777484920787"
"Year 1 Apr 02 08:00","102.75","201","25.95","-165.512786565984","33.8486115218442","28.7412358640054"
"Year 1 Apr 02 09:00","158","491.75","26.95","-177.662828502858","33.5520425652446","32.3982727621109"
"Year 1 Apr 02 10:00","142.5","731.25","27.95","-175.627869392266","33.4005553889471","36.4625247609142"
"Year 1 Apr 02 11:00","128.25","848.25","28.95","-154.332497821083","33.4580013615365","40.1437586015238"
"Year 1 Apr 02 12:00","130.75","891","29.95","-114.656114429952","33.7380805985784","43.0328612341092"
"Year 1 Apr 02 13:00","169.75","865","31.25","-62.2161673314662","34.2081529601884","45.7750806840266"
"Year 1 Apr 02 14:00","159","863.25","32.65","-4.67727601747672","34.8284118766162","47.5212018699558"
"Year 1 Apr 02 15:00","148.5","826.5","34.05","58.4935235781269","35.530119448556","48.0023666707818"
"Year 1 Apr 02 16:00","148.5","724.25","34.625","118.941364306883","36.2469709348501","46.8185453124618"
"Year 1 Apr 02 17:00","131.75","537","35","170.250757407781","36.8964454868062","44.092996152847"
"Year 1 Apr 02 18:00","97.25","216","35.325","204.257033973867","37.3933844517198","40.6347484430258"
"Year 1 Apr 02 19:00","11.5","0","34.425","215.150713649249","37.6778105438524","37.4559930835417"
"Year 1 Apr 02 20:00","0","0","33.2","204.972360069112","37.7281711259899","35.6036912029292"
"Year 1 Apr 02 21:00","0","0","31.925","178.17202464871","37.5916690242537","34.1523011886076"
"Year 1 Apr 02 22:00","0","0","30.325","143.955695578593","37.3305275127084","32.8304349669878"
"Year 1 Apr 02 23:00","0","0","28.7","106.952301423952","36.9937303030875","31.58349964498"
"Year 1 Apr 03 00:00","0","0","27.025","69.5021839829018","36.609061342192","30.3317137267245"
"Year 1 Apr 03 01:00","0","0","26.375","32.167232424828","36.1936728551619","29.4580481359247"
"Year 1 Apr 03 02:00","0","0","26","-4.69825636031335","35.7630267571471","28.7979752545255"
"Year 1 Apr 03 03:00","0","0","25.675","-38.1298612364396","35.3282842290624","28.2266198868395"
"Year 1 Apr 03 04:00","0","0","25.3","-67.3672939703592","34.8996890969374","27.7537948273085"
"Year 1 Apr 03 05:00","0","0","24.9","-92.0438985425125","34.480956240585","27.335590180078"
"Year 1 Apr 03 06:00","0","0","24.5","-115.342478579668","34.0882422612706","26.9550259798439"
"Year 1 Apr 03 07:00","22.75","32.75","24.625","-135.189747939363","33.715569245757","27.0197853047893"
"Year 1 Apr 03 08:00","99.5","215","24.85","-152.144212478539","33.3715000690835","28.5147290228245"
"Year 1 Apr 03 09:00","144.25","524","25.125","-162.347273638402","33.0882689548463","31.9329627550279"
"Year 1 Apr 03 10:00","144.25","728.25","26.625","-160.225166204637","32.9367795059017","36.436898462752"
"Year 1 Apr 03 11:00","129.25","846.25","28.6","-140.997953340958","32.9983584795991","40.91191871423"
"Year 1 Apr 03 12:00","115.5","908.5","30.525","-101.389421330227","33.3073973750088","44.6692422376966"
"Year 1 Apr 03 13:00","122.25","914.75","31.75","-45.5161657313102","33.8471998543389","47.120148231677"
"Year 1 Apr 03 14:00","161.25","860.75","32.75","18.6372891877583","34.5601926637241","48.5286921649171"
"Year 1 Apr 03 15:00","150.75","823.5","33.75","88.6893792308339","35.3384083594507","48.4078898407388"
"Year 1 Apr 03 16:00","148.25","725","34.75","151.613390734149","36.1064575266202","46.9226651602166"
"Year 1 Apr 03 17:00","130","543.25","35.75","201.895942202355","36.7755091975379","44.1814201141292"
"Year 1 Apr 03 18:00","94.5","228","36.75","232.281821964985","37.2757109662221","41.0017868208379"
"Year 1 Apr 03 19:00","12","0","35.65","239.741359956228","37.562850948676","38.1057532195171"
"Year 1 Apr 03 20:00","0","0","33.85","228.791202405333","37.6228873232338","36.3033077395245"
"Year 1 Apr 03 21:00","0","0","32.05","202.636887259739","37.5062412625867","34.8717327883552"
"Year 1 Apr 03 22:00","0","0","32.575","168.231064976742","37.2752626186893","34.2351027506567"
"Year 1 Apr 03 23:00","0","0","33.95","127.842522222659","37.0014885225985","34.2468212870337"
"Year 1 Apr 04 00:00","0","0","35.275","90.5573211381171","36.726972224355","34.5533719166348"
"Year 1 Apr 04 01:00","0","0","33.425","60.9156437462628","36.4814956371855","33.7471772023947"
"Year 1 Apr 04 02:00","0","0","30.45","42.3202566635709","36.2433984895959","32.1519920877679"
"Year 1 Apr 04 03:00","0","0","27.525","24.0920377692511","35.9861375852469","30.4165621312253"
"Year 1 Apr 04 04:00","0","0","26.2","2.11001617605489","35.6790792173373","29.2088551600382"
"Year 1 Apr 04 05:00","0","0","25.4","-24.6537660860485","35.3209209915627","28.2632117054885"
"Year 1 Apr 04 06:00","0","0","24.6","-52.177111556389","34.9239880903665","27.3841940908946"
"Year 1 Apr 04 07:00","23","34","24.775","-78.5519723297392","34.5036544229624","27.3187939979585"
"Year 1 Apr 04 08:00","100.5","219.75","25.2","-104.216178424448","34.090058029166","28.7871193041868"
"Year 1 Apr 04 09:00","144.75","528.5","25.675","-124.180496471274","33.7391842939155","32.200323781575"
"Year 1 Apr 04 10:00","151","724.5","27.3","-130.678467893326","33.5277023439931","36.7898270957804"
"Year 1 Apr 04 11:00","171.75","800.5","29.3","-118.384778625827","33.5405859557699","41.483927315115"
"Year 1 Apr 04 12:00","190.5","830.75","31.3","-83.7789213317559","33.8160848842508","45.3170367639345"
"Year 1 Apr 04 13:00","166.5","871.75","33","-31.3511199667461","34.3398084115633","47.7453796776119"
"Year 1 Apr 04 14:00","158.75","865","34.6","30.098075817203","35.049566542241","48.8584617718818"
"Year 1 Apr 04 15:00","150.5","824.25","36.2","97.2806232448234","35.8248710383592","48.7709353154326"
"Year 1 Apr 04 16:00","150.5","721","36.75","158.057157194368","36.5846663369735","47.3259172019154"
"Year 1 Apr 04 17:00","133.5","533.5","36.95","208.114619824389","37.235942536947","44.5815417527126"
"Year 1 Apr 04 18:00","98.25","214.5","37.15","237.806161904552","37.7218158083815","41.3400019418651"
"Year 1 Apr 04 19:00","12","0","36.15","244.667994169582","37.9951033898291","38.3509384767279"
"Year 1 Apr 04 20:00","0","0","34.75","231.605286409126","38.0456165568815","36.5618816050929"
"Year 1 Apr 04 21:00","0","0","33.35","203.26211942244","37.9204133420133","35.1547287994771"
"Year 1 Apr 04 22:00","0","0","32.175","167.657278398418","37.6802853281855","33.9884688377352"
"Year 1 Apr 04 23:00","0","0","31","129.637866538149","37.372244250141","32.9223282459033"
"Year 1 Apr 05 00:00","0","0","29.875","92.0280152007649","37.0251875677431","31.9234775500306"
"Year 1 Apr 05 01:00","0","0","29.225","55.9847626812753","36.654822334671","31.1900318237834"
"Year 1 Apr 05 02:00","0","0","28.8","21.2971764371403","36.2777870276958","30.6545099236402"
"Year 1 Apr 05 03:00","0","0","28.325","-9.89763119266419","35.9032719296945","30.1663942584653"
"Year 1 Apr 05 04:00","0","0","27.525","-36.9608515591694","35.538189580316","29.5148992689186"
"Year 1 Apr 05 05:00","0","0","26.55","-60.0391511662551","35.1802509206404","28.7264201595148"
"Year 1 Apr 05 06:00","0","0","25.625","-80.3388193081169","34.8206179227892","27.9310461856958"
"Year 1 Apr 05 07:00","23.5","34.25","25.55","-100.836849598865","34.4598788788925","27.8646089776077"
"Year 1 Apr 05 08:00","102.5","220","25.75","-120.727467048364","34.1087608937874","29.4118441561953"
"Year 1 Apr 05 09:00","147.25","525","25.95","-134.602841108063","33.8109944809585","32.8929548414415"
"Year 1 Apr 05 10:00","147.75","725.5","27.425","-135.710899906279","33.6466310488558","37.3874226887733"
"Year 1 Apr 05 11:00","131","844","29.25","-119.071126623654","33.7004210723811","41.6322155603421"
"Year 1 Apr 05 12:00","111.75","909.75","31.125","-81.8425432881998","34.0009685435772","45.1065063851496"
"Year 1 Apr 05 13:00","115.5","918","32.575","-29.4652039941769","34.5256651005679","47.2929725553279"
"Year 1 Apr 05 14:00","111","909.75","33.8","31.0869515239595","35.2095473876979","48.1864645404678"
"Year 1 Apr 05 15:00","113.5","862.75","35.075","95.8373301129603","35.9425733887401","47.8857071416683"
"Year 1 Apr 05 16:00","126","747.75","35.625","152.134892235329","36.6531044919028","46.5105643907308"
"Year 1 Apr 05 17:00","136.75","522.25","36","197.798762028491","37.2535336382818","43.9646786975907"
"Year 1 Apr 05 18:00","99","210","36.325","224.071038227321","37.6964745751307","40.8126192475728"
"Year 1 Apr 05 19:00","12","0","35.425","229.1110130971","37.9385872156648","37.8981587715268"
"Year 1 Apr 05 20:00","0","0","34.2","215.452524095221","37.9679920729912","36.2179784960449"
"Year 1 Apr 05 21:00","0","0","32.925","187.35153267711","37.8301574036951","34.9026913382723"
"Year 1 Apr 05 22:00","0","0","31.775","152.84210069749","37.5840556805022","33.7657247269093"
"Year 1 Apr 05 23:00","0","0","30.6","116.166353597307","37.2753773138136","32.702600487634"
"Year 1 Apr 06 00:00","0","0","29.475","80.1244889770211","36.9291688028596","31.6859593977828"
"Year 1 Apr 06 01:00","0","0","28.75","45.1548762138098","36.5605116324789","30.9079587380622"
